Wavelength (um), R
3.289400000001665880e+00,1.457349731296044411e+03
3.289500000001666091e+00,1.457377841540247800e+03
3.289600000001666302e+00,1.457405949774614101e+03
3.289700000001666513e+00,1.457434055999156271e+03
3.289800000001666724e+00,1.457462160213887046e+03
3.289900000001666935e+00,1.457490262418820294e+03
3.290000000001667146e+00,1.457518362613968520e+03
3.290100000001667357e+00,1.457546460799344914e+03
3.290200000001667568e+00,1.457574556974962661e+03
3.290300000001667780e+00,1.457602651140834723e+03
3.290400000001667991e+00,1.457630743296974060e+03
3.290500000001668202e+00,1.457658833443394542e+03
3.290600000001668413e+00,1.457686921580108674e+03
3.290700000001668624e+00,1.457715007707130098e+03
3.290800000001668835e+00,1.457743091824471776e+03
3.290900000001669046e+00,1.457771173932146667e+03
3.291000000001669257e+00,1.457799254030167958e+03
3.291100000001669468e+00,1.457827332118549521e+03
3.291200000001669679e+00,1.457855408197303632e+03
3.291300000001669890e+00,1.457883482266443934e+03
3.291400000001670101e+00,1.457911554325983388e+03
3.291500000001670312e+00,1.457939624375936319e+03
3.291600000001670523e+00,1.457967692416314549e+03
3.291700000001670734e+00,1.457995758447131493e+03
3.291800000001670945e+00,1.458023822468401249e+03
3.291900000001671156e+00,1.458051884480136550e+03
3.292000000001671367e+00,1.458079944482350584e+03
3.292100000001671578e+00,1.458108002475056537e+03
3.292200000001671789e+00,1.458136058458268280e+03
3.292300000001672000e+00,1.458164112431999001e+03
3.292400000001672211e+00,1.458192164396260978e+03
3.292500000001672422e+00,1.458220214351068762e+03
3.292600000001672633e+00,1.458248262296435087e+03
3.292700000001672844e+00,1.458276308232373140e+03
3.292800000001673055e+00,1.458304352158896563e+03
3.292900000001673266e+00,1.458332394076018545e+03
3.293000000001673477e+00,1.458360433983752500e+03
3.293100000001673688e+00,1.458388471882111844e+03
3.293200000001673899e+00,1.458416507771109764e+03
3.293300000001674110e+00,1.458444541650759902e+03
3.293400000001674321e+00,1.458472573521075219e+03
3.293500000001674533e+00,1.458500603382069130e+03
3.293600000001674744e+00,1.458528631233755732e+03
3.293700000001674955e+00,1.458556657076147530e+03
3.293800000001675166e+00,1.458584680909258168e+03
3.293900000001675377e+00,1.458612702733101969e+03
3.294000000001675588e+00,1.458640722547690984e+03
3.294100000001675799e+00,1.458668740353039539e+03
3.294200000001676010e+00,1.458696756149160592e+03
3.294300000001676221e+00,1.458724769936068242e+03
3.294400000001676432e+00,1.458752781713774766e+03
3.294500000001676643e+00,1.458780791482294944e+03
3.294600000001676854e+00,1.458808799241641736e+03
3.294700000001677065e+00,1.458836804991828558e+03
3.294800000001677276e+00,1.458864808732868369e+03
3.294900000001677487e+00,1.458892810464775948e+03
3.295000000001677698e+00,1.458920810187563347e+03
3.295100000001677909e+00,1.458948807901245345e+03
3.295200000001678120e+00,1.458976803605834675e+03
3.295300000001678331e+00,1.459004797301345207e+03
3.295400000001678542e+00,1.459032788987790127e+03
3.295500000001678753e+00,1.459060778665183534e+03
3.295600000001678964e+00,1.459088766333538388e+03
3.295700000001679175e+00,1.459116751992868785e+03
3.295800000001679386e+00,1.459144735643187914e+03
3.295900000001679597e+00,1.459172717284509645e+03
3.296000000001679808e+00,1.459200696916847846e+03
3.296100000001680019e+00,1.459228674540215025e+03
3.296200000001680230e+00,1.459256650154625277e+03
3.296300000001680441e+00,1.459284623760092927e+03
3.296400000001680652e+00,1.459312595356630709e+03
3.296500000001680863e+00,1.459340564944252492e+03
3.296600000001681074e+00,1.459368532522972373e+03
3.296700000001681286e+00,1.459396498092803768e+03
3.296800000001681497e+00,1.459424461653759636e+03
3.296900000001681708e+00,1.459452423205854302e+03
3.297000000001681919e+00,1.459480382749101636e+03
3.297100000001682130e+00,1.459508340283514826e+03
3.297200000001682341e+00,1.459536295809107514e+03
3.297300000001682552e+00,1.459564249325893798e+03
3.297400000001682763e+00,1.459592200833887318e+03
3.297500000001682974e+00,1.459620150333101037e+03
3.297600000001683185e+00,1.459648097823549733e+03
3.297700000001683396e+00,1.459676043305246822e+03
3.297800000001683607e+00,1.459703986778205262e+03
3.297900000001683818e+00,1.459731928242440063e+03
3.298000000001684029e+00,1.459759867697963955e+03
3.298100000001684240e+00,1.459787805144791264e+03
3.298200000001684451e+00,1.459815740582935632e+03
3.298300000001684662e+00,1.459843674012410474e+03
3.298400000001684873e+00,1.459871605433229661e+03
3.298500000001685084e+00,1.459899534845407288e+03
3.298600000001685295e+00,1.459927462248957227e+03
3.298700000001685506e+00,1.459955387643893346e+03
3.298800000001685717e+00,1.459983311030228606e+03
3.298900000001685928e+00,1.460011232407978014e+03
3.299000000001686139e+00,1.460039151777154075e+03
3.299100000001686350e+00,1.460067069137771796e+03
3.299200000001686561e+00,1.460094984489844364e+03
3.299300000001686772e+00,1.460122897833385878e+03
3.299400000001686983e+00,1.460150809168410206e+03
3.299500000001687194e+00,1.460178718494930990e+03
3.299600000001687405e+00,1.460206625812962329e+03
3.299700000001687616e+00,1.460234531122518320e+03
3.299800000001687827e+00,1.460262434423612376e+03
3.299900000001688039e+00,1.460290335716258596e+03
3.300000000001688250e+00,1.460318235000471077e+03
3.300100000001688461e+00,1.460346132276263688e+03
3.300200000001688672e+00,1.460374027543649618e+03
3.300300000001688883e+00,1.460401920802643644e+03
3.300400000001689094e+00,1.460429812053259866e+03
3.300500000001689305e+00,1.460457701295511242e+03
3.300600000001689516e+00,1.460485588529412780e+03
3.300700000001689727e+00,1.460513473754977667e+03
3.300800000001689938e+00,1.460541356972220456e+03
3.300900000001690149e+00,1.460569238181154788e+03
3.301000000001690360e+00,1.460597117381794533e+03
3.301100000001690571e+00,1.460624994574153789e+03
3.301200000001690782e+00,1.460652869758247107e+03
3.301300000001690993e+00,1.460680742934087903e+03
3.301400000001691204e+00,1.460708614101690046e+03
3.301500000001691415e+00,1.460736483261068543e+03
3.301600000001691626e+00,1.460764350412236126e+03
3.301700000001691837e+00,1.460792215555207122e+03
3.301800000001692048e+00,1.460820078689996762e+03
3.301900000001692259e+00,1.460847939816618009e+03
3.302000000001692470e+00,1.460875798935084731e+03
3.302100000001692681e+00,1.460903656045412163e+03
3.302200000001692892e+00,1.460931511147613264e+03
3.302300000001693103e+00,1.460959364241703042e+03
3.302400000001693314e+00,1.460987215327694457e+03
3.302500000001693525e+00,1.461015064405602288e+03
3.302600000001693736e+00,1.461042911475441088e+03
3.302700000001693947e+00,1.461070756537224270e+03
3.302800000001694158e+00,1.461098599590966160e+03
3.302900000001694369e+00,1.461126440636681082e+03
3.303000000001694580e+00,1.461154279674383133e+03
3.303100000001694792e+00,1.461182116704086184e+03
3.303200000001695003e+00,1.461209951725804558e+03
3.303300000001695214e+00,1.461237784739553035e+03
3.303400000001695425e+00,1.461265615745344803e+03
3.303500000001695636e+00,1.461293444743194641e+03
3.303600000001695847e+00,1.461321271733116419e+03
3.303700000001696058e+00,1.461349096715124915e+03
3.303800000001696269e+00,1.461376919689233318e+03
3.303900000001696480e+00,1.461404740655456635e+03
3.304000000001696691e+00,1.461432559613809644e+03
3.304100000001696902e+00,1.461460376564305307e+03
3.304200000001697113e+00,1.461488191506958401e+03
3.304300000001697324e+00,1.461516004441783707e+03
3.304400000001697535e+00,1.461543815368794867e+03
3.304500000001697746e+00,1.461571624288005978e+03
3.304600000001697957e+00,1.461599431199432047e+03
3.304700000001698168e+00,1.461627236103086261e+03
3.304800000001698379e+00,1.461655038998983855e+03
3.304900000001698590e+00,1.461682839887138925e+03
3.305000000001698801e+00,1.461710638767566024e+03
3.305100000001699012e+00,1.461738435640278794e+03
3.305200000001699223e+00,1.461766230505292242e+03
3.305300000001699434e+00,1.461794023362620237e+03
3.305400000001699645e+00,1.461821814212277332e+03
3.305500000001699856e+00,1.461849603054277850e+03
3.305600000001700067e+00,1.461877389888636344e+03
3.305700000001700278e+00,1.461905174715366229e+03
3.305800000001700489e+00,1.461932957534483421e+03
3.305900000001700700e+00,1.461960738346001108e+03
3.306000000001700911e+00,1.461988517149934069e+03
3.306100000001701122e+00,1.462016293946296855e+03
3.306200000001701333e+00,1.462044068735103565e+03
3.306300000001701545e+00,1.462071841516368977e+03
3.306400000001701756e+00,1.462099612290106961e+03
3.306500000001701967e+00,1.462127381056332752e+03
3.306600000001702178e+00,1.462155147815059763e+03
3.306700000001702389e+00,1.462182912566303457e+03
3.306800000001702600e+00,1.462210675310077477e+03
3.306900000001702811e+00,1.462238436046397283e+03
3.307000000001703022e+00,1.462266194775275835e+03
3.307100000001703233e+00,1.462293951496729051e+03
3.307200000001703444e+00,1.462321706210770799e+03
3.307300000001703655e+00,1.462349458917415632e+03
3.307400000001703866e+00,1.462377209616678329e+03
3.307500000001704077e+00,1.462404958308572304e+03
3.307600000001704288e+00,1.462432704993113475e+03
3.307700000001704499e+00,1.462460449670315938e+03
3.307800000001704710e+00,1.462488192340193791e+03
3.307900000001704921e+00,1.462515933002761813e+03
3.308000000001705132e+00,1.462543671658034782e+03
3.308100000001705343e+00,1.462571408306026797e+03
3.308200000001705554e+00,1.462599142946752636e+03
3.308300000001705765e+00,1.462626875580227534e+03
3.308400000001705976e+00,1.462654606206465132e+03
3.308500000001706187e+00,1.462682334825480439e+03
3.308600000001706398e+00,1.462710061437288232e+03
3.308700000001706609e+00,1.462737786041902154e+03
3.308800000001706820e+00,1.462765508639337895e+03
3.308900000001707031e+00,1.462793229229610006e+03
3.309000000001707242e+00,1.462820947812732584e+03
3.309100000001707453e+00,1.462848664388720863e+03
3.309200000001707664e+00,1.462876378957588486e+03
3.309300000001707875e+00,1.462904091519351141e+03
3.309400000001708086e+00,1.462931802074023608e+03
3.309500000001708298e+00,1.462959510621619302e+03
3.309600000001708509e+00,1.462987217162154138e+03
3.309700000001708720e+00,1.463014921695641988e+03
3.309800000001708931e+00,1.463042624222098311e+03
3.309900000001709142e+00,1.463070324741537206e+03
3.310000000001709353e+00,1.463098023253973452e+03
3.310100000001709564e+00,1.463125719759422054e+03
3.310200000001709775e+00,1.463153414257897794e+03
3.310300000001709986e+00,1.463181106749414539e+03
3.310400000001710197e+00,1.463208797233988207e+03
3.310500000001710408e+00,1.463236485711633122e+03
3.310600000001710619e+00,1.463264172182363836e+03
3.310700000001710830e+00,1.463291856646194901e+03
3.310800000001711041e+00,1.463319539103142006e+03
3.310900000001711252e+00,1.463347219553218792e+03
3.311000000001711463e+00,1.463374897996441177e+03
3.311100000001711674e+00,1.463402574432823030e+03
3.311200000001711885e+00,1.463430248862379585e+03
3.311300000001712096e+00,1.463457921285125849e+03
3.311400000001712307e+00,1.463485591701076146e+03
3.311500000001712518e+00,1.463513260110245483e+03
3.311600000001712729e+00,1.463540926512649321e+03
3.311700000001712940e+00,1.463568590908301530e+03
3.311800000001713151e+00,1.463596253297217345e+03
3.311900000001713362e+00,1.463623913679411544e+03
3.312000000001713573e+00,1.463651572054899589e+03
3.312100000001713784e+00,1.463679228423695804e+03
3.312200000001713995e+00,1.463706882785815424e+03
3.312300000001714206e+00,1.463734535141272545e+03
3.312400000001714417e+00,1.463762185490083084e+03
3.312500000001714628e+00,1.463789833832260911e+03
3.312600000001714839e+00,1.463817480167822396e+03
3.312700000001715051e+00,1.463845124496780954e+03
3.312800000001715262e+00,1.463872766819152730e+03
3.312900000001715473e+00,1.463900407134951820e+03
3.313000000001715684e+00,1.463928045444193231e+03
3.313100000001715895e+00,1.463955681746892878e+03
3.313200000001716106e+00,1.463983316043064406e+03
3.313300000001716317e+00,1.464010948332723729e+03
3.313400000001716528e+00,1.464038578615885172e+03
3.313500000001716739e+00,1.464066206892564878e+03
3.313600000001716950e+00,1.464093833162776491e+03
3.313700000001717161e+00,1.464121457426535471e+03
3.313800000001717372e+00,1.464149079683857508e+03
3.313900000001717583e+00,1.464176699934756016e+03
3.314000000001717794e+00,1.464204318179247821e+03
3.314100000001718005e+00,1.464231934417347475e+03
3.314200000001718216e+00,1.464259548649069302e+03
3.314300000001718427e+00,1.464287160874428764e+03
3.314400000001718638e+00,1.464314771093441323e+03
3.314500000001718849e+00,1.464342379306121302e+03
3.314600000001719060e+00,1.464369985512484845e+03
3.314700000001719271e+00,1.464397589712546051e+03
3.314800000001719482e+00,1.464425191906319696e+03
3.314900000001719693e+00,1.464452792093822382e+03
3.315000000001719904e+00,1.464480390275068203e+03
3.315100000001720115e+00,1.464507986450072849e+03
3.315200000001720326e+00,1.464535580618850418e+03
3.315300000001720537e+00,1.464563172781417279e+03
3.315400000001720748e+00,1.464590762937787531e+03
3.315500000001720959e+00,1.464618351087977317e+03
3.315600000001721170e+00,1.464645937232000961e+03
3.315700000001721381e+00,1.464673521369873924e+03
3.315800000001721592e+00,1.464701103501611215e+03
3.315900000001721803e+00,1.464728683627228293e+03
3.316000000001722015e+00,1.464756261746740392e+03
3.316100000001722226e+00,1.464783837860162748e+03
3.316200000001722437e+00,1.464811411967510367e+03
3.316300000001722648e+00,1.464838984068798709e+03
3.316400000001722859e+00,1.464866554164042554e+03
3.316500000001723070e+00,1.464894122253257365e+03
3.316600000001723281e+00,1.464921688336458828e+03
3.316700000001723492e+00,1.464949252413660815e+03
3.316800000001723703e+00,1.464976814484880606e+03
3.316900000001723914e+00,1.465004374550131843e+03
3.317000000001724125e+00,1.465031932609430896e+03
3.317100000001724336e+00,1.465059488662792091e+03
3.317200000001724547e+00,1.465087042710231344e+03
3.317300000001724758e+00,1.465114594751763434e+03
3.317400000001724969e+00,1.465142144787404277e+03
3.317500000001725180e+00,1.465169692817168880e+03
3.317600000001725391e+00,1.465197238841072476e+03
3.317700000001725602e+00,1.465224782859130755e+03
3.317800000001725813e+00,1.465252324871358724e+03
3.317900000001726024e+00,1.465279864877771615e+03
3.318000000001726235e+00,1.465307402878385119e+03
3.318100000001726446e+00,1.465334938873214924e+03
3.318200000001726657e+00,1.465362472862275126e+03
3.318300000001726868e+00,1.465390004845582325e+03
3.318400000001727079e+00,1.465417534823151527e+03
3.318500000001727290e+00,1.465445062794998421e+03
3.318600000001727501e+00,1.465472588761137331e+03
3.318700000001727712e+00,1.465500112721585083e+03
3.318800000001727923e+00,1.465527634676356456e+03
3.318900000001728134e+00,1.465555154625466230e+03
3.319000000001728345e+00,1.465582672568931002e+03
3.319100000001728556e+00,1.465610188506765326e+03
3.319200000001728768e+00,1.465637702438985798e+03
3.319300000001728979e+00,1.465665214365606516e+03
3.319400000001729190e+00,1.465692724286643852e+03
3.319500000001729401e+00,1.465720232202112811e+03
3.319600000001729612e+00,1.465747738112028856e+03
3.319700000001729823e+00,1.465775242016407674e+03
3.319800000001730034e+00,1.465802743915264728e+03
3.319900000001730245e+00,1.465830243808615933e+03
3.320000000001730456e+00,1.465857741696476069e+03
3.320100000001730667e+00,1.465885237578861052e+03
3.320200000001730878e+00,1.465912731455786343e+03
3.320300000001731089e+00,1.465940223327267631e+03
3.320400000001731300e+00,1.465967713193320378e+03
3.320500000001731511e+00,1.465995201053959818e+03
3.320600000001731722e+00,1.466022686909201866e+03
3.320700000001731933e+00,1.466050170759062212e+03
3.320800000001732144e+00,1.466077652603556089e+03
3.320900000001732355e+00,1.466105132442699642e+03
3.321000000001732566e+00,1.466132610276507421e+03
3.321100000001732777e+00,1.466160086104996481e+03
3.321200000001732988e+00,1.466187559928181145e+03
3.321300000001733199e+00,1.466215031746077329e+03
3.321400000001733410e+00,1.466242501558701179e+03
3.321500000001733621e+00,1.466269969366067926e+03
3.321600000001733832e+00,1.466297435168193033e+03
3.321700000001734043e+00,1.466324898965092871e+03
3.321800000001734254e+00,1.466352360756782218e+03
3.321900000001734465e+00,1.466379820543277674e+03
3.322000000001734676e+00,1.466407278324594245e+03
3.322100000001734887e+00,1.466434734100747164e+03
3.322200000001735098e+00,1.466462187871753713e+03
3.322300000001735309e+00,1.466489639637627988e+03
3.322400000001735521e+00,1.466517089398386588e+03
3.322500000001735732e+00,1.466544537154044974e+03
3.322600000001735943e+00,1.466571982904618835e+03
3.322700000001736154e+00,1.466599426650124087e+03
3.322800000001736365e+00,1.466626868390575737e+03
3.322900000001736576e+00,1.466654308125990610e+03
3.323000000001736787e+00,1.466681745856384168e+03
3.323100000001736998e+00,1.466709181581771418e+03
3.323200000001737209e+00,1.466736615302169412e+03
3.323300000001737420e+00,1.466764047017592702e+03
3.323400000001737631e+00,1.466791476728057660e+03
3.323500000001737842e+00,1.466818904433580201e+03
3.323600000001738053e+00,1.466846330134175787e+03
3.323700000001738264e+00,1.466873753829860334e+03
3.323800000001738475e+00,1.466901175520649758e+03
3.323900000001738686e+00,1.466928595206559748e+03
3.324000000001738897e+00,1.466956012887606448e+03
3.324100000001739108e+00,1.466983428563805774e+03
3.324200000001739319e+00,1.467010842235172959e+03
3.324300000001739530e+00,1.467038253901723920e+03
3.324400000001739741e+00,1.467065663563475255e+03
3.324500000001739952e+00,1.467093071220442425e+03
3.324600000001740163e+00,1.467120476872640893e+03
3.324700000001740374e+00,1.467147880520087256e+03
3.324800000001740585e+00,1.467175282162796975e+03
3.324900000001740796e+00,1.467202681800786195e+03
3.325000000001741007e+00,1.467230079434070831e+03
3.325100000001741218e+00,1.467257475062666799e+03
3.325200000001741429e+00,1.467284868686589562e+03
3.325300000001741640e+00,1.467312260305855943e+03
3.325400000001741851e+00,1.467339649920481179e+03
3.325500000001742062e+00,1.467367037530480957e+03
3.325600000001742274e+00,1.467394423135872330e+03
3.325700000001742485e+00,1.467421806736670760e+03
3.325800000001742696e+00,1.467449188332891936e+03
3.325900000001742907e+00,1.467476567924552000e+03
3.326000000001743118e+00,1.467503945511666871e+03
3.326100000001743329e+00,1.467531321094253144e+03
3.326200000001743540e+00,1.467558694672325828e+03
3.326300000001743751e+00,1.467586066245901975e+03
3.326400000001743962e+00,1.467613435814996819e+03
3.326500000001744173e+00,1.467640803379626732e+03
3.326600000001744384e+00,1.467668168939808311e+03
3.326700000001744595e+00,1.467695532495556108e+03
3.326800000001744806e+00,1.467722894046888086e+03
3.326900000001745017e+00,1.467750253593819025e+03
3.327000000001745228e+00,1.467777611136364840e+03
3.327100000001745439e+00,1.467804966674542584e+03
3.327200000001745650e+00,1.467832320208367719e+03
3.327300000001745861e+00,1.467859671737856388e+03
3.327400000001746072e+00,1.467887021263025190e+03
3.327500000001746283e+00,1.467914368783890041e+03
3.327600000001746494e+00,1.467941714300466174e+03
3.327700000001746705e+00,1.467969057812771325e+03
3.327800000001746916e+00,1.467996399320820046e+03
3.327900000001747127e+00,1.468023738824629163e+03
3.328000000001747338e+00,1.468051076324215501e+03
3.328100000001747549e+00,1.468078411819594294e+03
3.328200000001747760e+00,1.468105745310781913e+03
3.328300000001747971e+00,1.468133076797794956e+03
3.328400000001748182e+00,1.468160406280649113e+03
3.328500000001748393e+00,1.468187733759360754e+03
3.328600000001748604e+00,1.468215059233946022e+03
3.328700000001748815e+00,1.468242382704421289e+03
3.328800000001749027e+00,1.468269704170802925e+03
3.328900000001749238e+00,1.468297023633107074e+03
3.329000000001749449e+00,1.468324341091349652e+03
3.329100000001749660e+00,1.468351656545547030e+03
3.329200000001749871e+00,1.468378969995715579e+03
3.329300000001750082e+00,1.468406281441871442e+03
3.329400000001750293e+00,1.468433590884030991e+03
3.329500000001750504e+00,1.468460898322210824e+03
3.329600000001750715e+00,1.468488203756426628e+03
3.329700000001750926e+00,1.468515507186695231e+03
3.329800000001751137e+00,1.468542808613032321e+03
3.329900000001751348e+00,1.468570108035454496e+03
3.330000000001751559e+00,1.468597405453978354e+03
3.330100000001751770e+00,1.468624700868620039e+03
3.330200000001751981e+00,1.468651994279395922e+03
3.330300000001752192e+00,1.468679285686322146e+03
3.330400000001752403e+00,1.468706575089415082e+03
3.330500000001752614e+00,1.468733862488691329e+03
3.330600000001752825e+00,1.468761147884167485e+03
3.330700000001753036e+00,1.468788431275858784e+03
3.330800000001753247e+00,1.468815712663783415e+03
3.330900000001753458e+00,1.468842992047955931e+03
3.331000000001753669e+00,1.468870269428393840e+03
3.331100000001753880e+00,1.468897544805113284e+03
3.331200000001754091e+00,1.468924818178130863e+03
3.331300000001754302e+00,1.468952089547462720e+03
3.331400000001754513e+00,1.468979358913124997e+03
3.331500000001754724e+00,1.469006626275134977e+03
3.331600000001754935e+00,1.469033891633508347e+03
3.331700000001755146e+00,1.469061154988261933e+03
3.331800000001755357e+00,1.469088416339412333e+03
3.331900000001755568e+00,1.469115675686975692e+03
3.332000000001755780e+00,1.469142933030968379e+03
3.332100000001755991e+00,1.469170188371406994e+03
3.332200000001756202e+00,1.469197441708308588e+03
3.332300000001756413e+00,1.469224693041689306e+03
3.332400000001756624e+00,1.469251942371565292e+03
3.332500000001756835e+00,1.469279189697953370e+03
3.332600000001757046e+00,1.469306435020870140e+03
3.332700000001757257e+00,1.469333678340332199e+03
3.332800000001757468e+00,1.469360919656356145e+03
3.332900000001757679e+00,1.469388158968957896e+03
3.333000000001757890e+00,1.469415396278154503e+03
3.333100000001758101e+00,1.469442631583962338e+03
3.333200000001758312e+00,1.469469864886398227e+03
3.333300000001758523e+00,1.469497096185479222e+03
3.333400000001758734e+00,1.469524325481220785e+03
3.333500000001758945e+00,1.469551552773639742e+03
3.333600000001759156e+00,1.469578778062753827e+03
3.333700000001759367e+00,1.469606001348578729e+03
3.333800000001759578e+00,1.469633222631130593e+03
3.333900000001759789e+00,1.469660441910427380e+03
3.334000000001760000e+00,1.469687659186485007e+03
3.334100000001760211e+00,1.469714874459319617e+03
3.334200000001760422e+00,1.469742087728948945e+03
3.334300000001760633e+00,1.469769298995388681e+03
3.334400000001760844e+00,1.469796508258656331e+03
3.334500000001761055e+00,1.469823715518768040e+03
3.334600000001761266e+00,1.469850920775740178e+03
3.334700000001761477e+00,1.469878124029590481e+03
3.334800000001761688e+00,1.469905325280334637e+03
3.334900000001761899e+00,1.469932524527989926e+03
3.335000000001762110e+00,1.469959721772573175e+03
3.335100000001762321e+00,1.469986917014100527e+03
3.335200000001762533e+00,1.470014110252589717e+03
3.335300000001762744e+00,1.470041301488056206e+03
3.335400000001762955e+00,1.470068490720517502e+03
3.335500000001763166e+00,1.470095677949990431e+03
3.335600000001763377e+00,1.470122863176491137e+03
3.335700000001763588e+00,1.470150046400037354e+03
3.335800000001763799e+00,1.470177227620645226e+03
3.335900000001764010e+00,1.470204406838331579e+03
3.336000000001764221e+00,1.470231584053113238e+03
3.336100000001764432e+00,1.470258759265007257e+03
3.336200000001764643e+00,1.470285932474029778e+03
3.336300000001764854e+00,1.470313103680198765e+03
3.336400000001765065e+00,1.470340272883530815e+03
3.336500000001765276e+00,1.470367440084041391e+03
3.336600000001765487e+00,1.470394605281748909e+03
3.336700000001765698e+00,1.470421768476669740e+03
3.336800000001765909e+00,1.470448929668820256e+03
3.336900000001766120e+00,1.470476088858217963e+03
3.337000000001766331e+00,1.470503246044879234e+03
3.337100000001766542e+00,1.470530401228821347e+03
3.337200000001766753e+00,1.470557554410061130e+03
3.337300000001766964e+00,1.470584705588616089e+03
3.337400000001767175e+00,1.470611854764501459e+03
3.337500000001767386e+00,1.470639001937735884e+03
3.337600000001767597e+00,1.470666147108335508e+03
3.337700000001767808e+00,1.470693290276316930e+03
3.337800000001768019e+00,1.470720431441698111e+03
3.337900000001768230e+00,1.470747570604495650e+03
3.338000000001768441e+00,1.470774707764725918e+03
3.338100000001768652e+00,1.470801842922406195e+03
3.338200000001768863e+00,1.470828976077553762e+03
3.338300000001769074e+00,1.470856107230184989e+03
3.338400000001769286e+00,1.470883236380317840e+03
3.338500000001769497e+00,1.470910363527968457e+03
3.338600000001769708e+00,1.470937488673153666e+03
3.338700000001769919e+00,1.470964611815891658e+03
3.338800000001770130e+00,1.470991732956198575e+03
3.338900000001770341e+00,1.471018852094091244e+03
3.339000000001770552e+00,1.471045969229587399e+03
3.339100000001770763e+00,1.471073084362704321e+03
3.339200000001770974e+00,1.471100197493457699e+03
3.339300000001771185e+00,1.471127308621865723e+03
3.339400000001771396e+00,1.471154417747945445e+03
3.339500000001771607e+00,1.471181524871713236e+03
3.339600000001771818e+00,1.471208629993187287e+03
3.339700000001772029e+00,1.471235733112383741e+03
3.339800000001772240e+00,1.471262834229320106e+03
3.339900000001772451e+00,1.471289933344013207e+03
3.340000000001772662e+00,1.471317030456480779e+03
3.340100000001772873e+00,1.471344125566738740e+03
3.340200000001773084e+00,1.471371218674805732e+03
3.340300000001773295e+00,1.471398309780698355e+03
3.340400000001773506e+00,1.471425398884432980e+03
3.340500000001773717e+00,1.471452485986028023e+03
3.340600000001773928e+00,1.471479571085499629e+03
3.340700000001774139e+00,1.471506654182865304e+03
3.340800000001774350e+00,1.471533735278142558e+03
3.340900000001774561e+00,1.471560814371348670e+03
3.341000000001774772e+00,1.471587891462500011e+03
3.341100000001774983e+00,1.471614966551614771e+03
3.341200000001775194e+00,1.471642039638709548e+03
3.341300000001775405e+00,1.471669110723801396e+03
3.341400000001775616e+00,1.471696179806908049e+03
3.341500000001775827e+00,1.471723246888046788e+03
3.341600000001776039e+00,1.471750311967234666e+03
3.341700000001776250e+00,1.471777375044488736e+03
3.341800000001776461e+00,1.471804436119826732e+03
3.341900000001776672e+00,1.471831495193265710e+03
3.342000000001776883e+00,1.471858552264822720e+03
3.342100000001777094e+00,1.471885607334515498e+03
3.342200000001777305e+00,1.471912660402360416e+03
3.342300000001777516e+00,1.471939711468376345e+03
3.342400000001777727e+00,1.471966760532579201e+03
3.342500000001777938e+00,1.471993807594987175e+03
3.342600000001778149e+00,1.472020852655617091e+03
3.342700000001778360e+00,1.472047895714485776e+03
3.342800000001778571e+00,1.472074936771612329e+03
3.342900000001778782e+00,1.472101975827012893e+03
3.343000000001778993e+00,1.472129012880704522e+03
3.343100000001779204e+00,1.472156047932705405e+03
3.343200000001779415e+00,1.472183080983032369e+03
3.343300000001779626e+00,1.472210112031702920e+03
3.343400000001779837e+00,1.472237141078734794e+03
3.343500000001780048e+00,1.472264168124145044e+03
3.343600000001780259e+00,1.472291193167951405e+03
3.343700000001780470e+00,1.472318216210170704e+03
3.343800000001780681e+00,1.472345237250820674e+03
3.343900000001780892e+00,1.472372256289919051e+03
3.344000000001781103e+00,1.472399273327482888e+03
3.344100000001781314e+00,1.472426288363529920e+03
3.344200000001781525e+00,1.472453301398077656e+03
3.344300000001781736e+00,1.472480312431143602e+03
3.344400000001781947e+00,1.472507321462743903e+03
3.344500000001782158e+00,1.472534328492898339e+03
3.344600000001782369e+00,1.472561333521622601e+03
3.344700000001782580e+00,1.472588336548935331e+03
3.344800000001782792e+00,1.472615337574853356e+03
3.344900000001783003e+00,1.472642336599393730e+03
3.345000000001783214e+00,1.472669333622575323e+03
3.345100000001783425e+00,1.472696328644414962e+03
3.345200000001783636e+00,1.472723321664929927e+03
3.345300000001783847e+00,1.472750312684137953e+03
3.345400000001784058e+00,1.472777301702057002e+03
3.345500000001784269e+00,1.472804288718704356e+03
3.345600000001784480e+00,1.472831273734097067e+03
3.345700000001784691e+00,1.472858256748253552e+03
3.345800000001784902e+00,1.472885237761191092e+03
3.345900000001785113e+00,1.472912216772926968e+03
3.346000000001785324e+00,1.472939193783479368e+03
3.346100000001785535e+00,1.472966168792865574e+03
3.346200000001785746e+00,1.472993141801103093e+03
3.346300000001785957e+00,1.473020112808209888e+03
3.346400000001786168e+00,1.473047081814203239e+03
3.346500000001786379e+00,1.473074048819100881e+03
3.346600000001786590e+00,1.473101013822920777e+03
3.346700000001786801e+00,1.473127976825680207e+03
3.346800000001787012e+00,1.473154937827396907e+03
3.346900000001787223e+00,1.473181896828088611e+03
3.347000000001787434e+00,1.473208853827773282e+03
3.347100000001787645e+00,1.473235808826468201e+03
3.347200000001787856e+00,1.473262761824191330e+03
3.347300000001788067e+00,1.473289712820960631e+03
3.347400000001788278e+00,1.473316661816793157e+03
3.347500000001788489e+00,1.473343608811706872e+03
