Wavelength (um), R
4.387800000003983847e+00,1.652643715971229540e+03
4.387900000003984502e+00,1.652652314403281935e+03
4.388000000003984269e+00,1.652660911454127927e+03
4.388100000003984036e+00,1.652669507123869153e+03
4.388200000003984691e+00,1.652678101412604974e+03
4.388300000003985346e+00,1.652686694320440438e+03
4.388400000003985113e+00,1.652695285847473770e+03
4.388500000003984880e+00,1.652703875993806605e+03
4.388600000003985535e+00,1.652712464759542854e+03
4.388700000003986190e+00,1.652721052144780515e+03
4.388800000003985957e+00,1.652729638149623497e+03
4.388900000003985724e+00,1.652738222774172300e+03
4.389000000003986379e+00,1.652746806018530151e+03
4.389100000003987034e+00,1.652755387882795731e+03
4.389200000003986801e+00,1.652763968367072721e+03
4.389300000003986568e+00,1.652772547471460484e+03
4.389400000003987223e+00,1.652781125196062476e+03
4.389500000003987878e+00,1.652789701540979195e+03
4.389600000003987645e+00,1.652798276506312732e+03
4.389700000003987412e+00,1.652806850092164268e+03
4.389800000003988067e+00,1.652815422298635212e+03
4.389900000003988723e+00,1.652823993125826973e+03
4.390000000003988490e+00,1.652832562573841642e+03
4.390100000003988256e+00,1.652841130642781309e+03
4.390200000003988912e+00,1.652849697332746473e+03
4.390300000003989567e+00,1.652858262643837634e+03
4.390400000003989334e+00,1.652866826576159610e+03
4.390500000003989101e+00,1.652875389129810401e+03
4.390600000003989756e+00,1.652883950304893460e+03
4.390700000003990411e+00,1.652892510101511107e+03
4.390800000003990178e+00,1.652901068519763385e+03
4.390900000003989945e+00,1.652909625559752840e+03
4.391000000003990600e+00,1.652918181221581335e+03
4.391100000003991255e+00,1.652926735505349370e+03
4.391200000003991022e+00,1.652935288411158808e+03
4.391300000003990789e+00,1.652943839939112650e+03
4.391400000003991444e+00,1.652952390089311166e+03
4.391500000003992099e+00,1.652960938861856221e+03
4.391600000003991866e+00,1.652969486256850132e+03
4.391700000003991633e+00,1.652978032274394081e+03
4.391800000003992288e+00,1.652986576914589705e+03
4.391900000003992943e+00,1.652995120177539093e+03
4.392000000003992710e+00,1.653003662063342517e+03
4.392100000003992477e+00,1.653012202572103661e+03
4.392200000003993132e+00,1.653020741703924159e+03
4.392300000003993787e+00,1.653029279458904512e+03
4.392400000003993554e+00,1.653037815837147264e+03
4.392500000003993321e+00,1.653046350838753142e+03
4.392600000003993976e+00,1.653054884463825374e+03
4.392700000003994631e+00,1.653063416712464914e+03
4.392800000003994398e+00,1.653071947584772715e+03
4.392900000003994165e+00,1.653080477080852461e+03
4.393000000003994820e+00,1.653089005200804422e+03
4.393100000003995476e+00,1.653097531944731145e+03
4.393200000003995243e+00,1.653106057312733810e+03
4.393300000003995009e+00,1.653114581304914509e+03
4.393400000003995665e+00,1.653123103921375559e+03
4.393500000003996320e+00,1.653131625162218597e+03
4.393600000003996087e+00,1.653140145027544122e+03
4.393700000003995854e+00,1.653148663517456271e+03
4.393800000003996509e+00,1.653157180632055088e+03
4.393900000003997164e+00,1.653165696371443346e+03
4.394000000003996931e+00,1.653174210735722454e+03
4.394100000003996698e+00,1.653182723724994048e+03
4.394200000003997353e+00,1.653191235339360674e+03
4.394300000003998008e+00,1.653199745578924194e+03
4.394400000003997775e+00,1.653208254443785563e+03
4.394500000003997542e+00,1.653216761934048009e+03
4.394600000003998197e+00,1.653225268049812939e+03
4.394700000003998852e+00,1.653233772791182673e+03
4.394800000003998619e+00,1.653242276158256800e+03
4.394900000003998386e+00,1.653250778151140594e+03
4.395000000003999041e+00,1.653259278769933871e+03
4.395100000003999696e+00,1.653267778014739406e+03
4.395200000003999463e+00,1.653276275885659288e+03
4.395300000003999230e+00,1.653284772382794245e+03
4.395400000003999885e+00,1.653293267506247957e+03
4.395500000004000540e+00,1.653301761256121836e+03
4.395600000004000307e+00,1.653310253632516606e+03
4.395700000004000074e+00,1.653318744635535722e+03
4.395800000004000729e+00,1.653327234265281049e+03
4.395900000004001384e+00,1.653335722521853995e+03
4.396000000004001151e+00,1.653344209405357560e+03
4.396100000004000918e+00,1.653352694915893380e+03
4.396200000004001573e+00,1.653361179053561955e+03
4.396300000004002229e+00,1.653369661818467648e+03
4.396400000004001996e+00,1.653378143210710732e+03
4.396500000004001762e+00,1.653386623230395344e+03
4.396600000004002418e+00,1.653395101877620618e+03
4.396700000004003073e+00,1.653403579152491602e+03
4.396800000004002840e+00,1.653412055055108794e+03
4.396900000004002607e+00,1.653420529585574059e+03
4.397000000004003262e+00,1.653429002743991077e+03
4.397100000004003917e+00,1.653437474530459212e+03
4.397200000004003684e+00,1.653445944945083966e+03
4.397300000004003451e+00,1.653454413987965609e+03
4.397400000004004106e+00,1.653462881659205777e+03
4.397500000004004761e+00,1.653471347958907472e+03
4.397600000004004528e+00,1.653479812887173011e+03
4.397700000004004295e+00,1.653488276444104258e+03
4.397800000004004950e+00,1.653496738629802849e+03
4.397900000004005605e+00,1.653505199444372010e+03
4.398000000004005372e+00,1.653513658887912243e+03
4.398100000004005139e+00,1.653522116960528137e+03
4.398200000004005794e+00,1.653530573662320649e+03
4.398300000004006449e+00,1.653539028993391184e+03
4.398400000004006216e+00,1.653547482953842291e+03
4.398500000004005983e+00,1.653555935543778332e+03
4.398600000004006638e+00,1.653564386763299126e+03
4.398700000004007293e+00,1.653572836612507217e+03
4.398800000004007060e+00,1.653581285091506288e+03
4.398900000004006827e+00,1.653589732200396838e+03
4.399000000004007482e+00,1.653598177939281868e+03
4.399100000004008137e+00,1.653606622308263923e+03
4.399200000004007904e+00,1.653615065307445093e+03
4.399300000004007671e+00,1.653623506936927697e+03
4.399400000004008326e+00,1.653631947196814281e+03
4.399500000004008982e+00,1.653640386087206252e+03
4.399600000004008749e+00,1.653648823608206385e+03
4.399700000004008515e+00,1.653657259759917451e+03
4.399800000004009171e+00,1.653665694542442225e+03
4.399900000004009826e+00,1.653674127955881431e+03
4.400000000004009593e+00,1.653682560000338981e+03
4.400100000004009360e+00,1.653690990675915373e+03
4.400200000004010015e+00,1.653699419982714289e+03
4.400300000004010670e+00,1.653707847920838731e+03
4.400400000004010437e+00,1.653716274490389878e+03
4.400500000004010204e+00,1.653724699691470960e+03
4.400600000004010859e+00,1.653733123524183611e+03
4.400700000004011514e+00,1.653741545988630378e+03
4.400800000004011281e+00,1.653749967084914488e+03
4.400900000004011048e+00,1.653758386813136894e+03
4.401000000004011703e+00,1.653766805173401508e+03
4.401100000004012358e+00,1.653775222165809964e+03
4.401200000004012125e+00,1.653783637790464581e+03
4.401300000004011892e+00,1.653792052047468133e+03
4.401400000004012547e+00,1.653800464936924072e+03
4.401500000004013202e+00,1.653808876458932218e+03
4.401600000004012969e+00,1.653817286613597162e+03
4.401700000004012736e+00,1.653825695401022131e+03
4.401800000004013391e+00,1.653834102821307397e+03
4.401900000004014046e+00,1.653842508874555506e+03
4.402000000004013813e+00,1.653850913560871959e+03
4.402100000004013580e+00,1.653859316880355209e+03
4.402200000004014235e+00,1.653867718833110985e+03
4.402300000004014890e+00,1.653876119419240695e+03
4.402400000004014657e+00,1.653884518638846203e+03
4.402500000004014424e+00,1.653892916492030508e+03
4.402600000004015079e+00,1.653901312978897295e+03
4.402700000004015735e+00,1.653909708099547288e+03
4.402800000004015502e+00,1.653918101854083943e+03
4.402900000004015268e+00,1.653926494242611398e+03
4.403000000004015924e+00,1.653934885265229013e+03
4.403100000004016579e+00,1.653943274922040473e+03
4.403200000004016346e+00,1.653951663213150596e+03
4.403300000004016113e+00,1.653960050138659653e+03
4.403400000004016768e+00,1.653968435698671101e+03
4.403500000004017423e+00,1.653976819893287939e+03
4.403600000004017190e+00,1.653985202722610893e+03
4.403700000004016957e+00,1.653993584186745011e+03
4.403800000004017612e+00,1.654001964285791473e+03
4.403900000004018267e+00,1.654010343019854417e+03
4.404000000004018034e+00,1.654018720389034115e+03
4.404100000004017801e+00,1.654027096393436295e+03
4.404200000004018456e+00,1.654035471033160547e+03
4.404300000004019111e+00,1.654043844308311009e+03
4.404400000004018878e+00,1.654052216218991589e+03
4.404500000004018645e+00,1.654060586765303015e+03
4.404600000004019300e+00,1.654068955947348968e+03
4.404700000004019955e+00,1.654077323765231540e+03
4.404800000004019722e+00,1.654085690219054186e+03
4.404900000004019489e+00,1.654094055308919678e+03
4.405000000004020144e+00,1.654102419034930335e+03
4.405100000004020799e+00,1.654110781397188930e+03
4.405200000004020566e+00,1.654119142395798008e+03
4.405300000004020333e+00,1.654127502030861251e+03
4.405400000004020988e+00,1.654135860302480751e+03
4.405500000004021643e+00,1.654144217210758598e+03
4.405600000004021410e+00,1.654152572755800065e+03
4.405700000004021177e+00,1.654160926937704744e+03
4.405800000004021832e+00,1.654169279756578362e+03
4.405900000004022488e+00,1.654177631212521419e+03
4.406000000004022255e+00,1.654185981305637597e+03
4.406100000004022021e+00,1.654194330036029896e+03
4.406200000004022677e+00,1.654202677403801772e+03
4.406300000004023332e+00,1.654211023409055088e+03
4.406400000004023099e+00,1.654219368051892843e+03
4.406500000004022866e+00,1.654227711332418949e+03
4.406600000004023521e+00,1.654236053250734813e+03
4.406700000004024176e+00,1.654244393806943208e+03
4.406800000004023943e+00,1.654252733001149409e+03
4.406900000004023710e+00,1.654261070833452550e+03
4.407000000004024365e+00,1.654269407303959724e+03
4.407100000004025020e+00,1.654277742412770294e+03
4.407200000004024787e+00,1.654286076159989307e+03
4.407300000004024554e+00,1.654294408545718852e+03
4.407400000004025209e+00,1.654302739570063068e+03
4.407500000004025864e+00,1.654311069233123135e+03
4.407600000004025631e+00,1.654319397535001599e+03
4.407700000004025398e+00,1.654327724475804644e+03
4.407800000004026053e+00,1.654336050055632995e+03
4.407900000004026708e+00,1.654344374274588745e+03
4.408000000004026475e+00,1.654352697132777166e+03
4.408100000004026242e+00,1.654361018630299213e+03
4.408200000004026897e+00,1.654369338767259478e+03
4.408300000004027552e+00,1.654377657543760051e+03
4.408400000004027319e+00,1.654385974959904161e+03
4.408500000004027086e+00,1.654394291015794806e+03
4.408600000004027741e+00,1.654402605711534989e+03
4.408700000004028396e+00,1.654410919047228390e+03
4.408800000004028163e+00,1.654419231022977101e+03
4.408900000004027930e+00,1.654427541638884577e+03
4.409000000004028585e+00,1.654435850895054273e+03
4.409100000004029241e+00,1.654444158791588734e+03
4.409200000004029008e+00,1.654452465328591870e+03
4.409300000004028774e+00,1.654460770506165090e+03
4.409400000004029430e+00,1.654469074324412759e+03
4.409500000004030085e+00,1.654477376783438331e+03
4.409600000004029852e+00,1.654485677883344579e+03
4.409700000004029619e+00,1.654493977624233366e+03
4.409800000004030274e+00,1.654502276006209513e+03
4.409900000004030929e+00,1.654510573029375109e+03
4.410000000004030696e+00,1.654518868693835202e+03
4.410100000004030463e+00,1.654527162999689835e+03
4.410200000004031118e+00,1.654535455947044738e+03
4.410300000004031773e+00,1.654543747536001547e+03
4.410400000004031540e+00,1.654552037766664625e+03
4.410500000004031307e+00,1.654560326639135837e+03
4.410600000004031962e+00,1.654568614153520684e+03
4.410700000004032617e+00,1.654576900309920347e+03
4.410800000004032384e+00,1.654585185108436690e+03
4.410900000004032151e+00,1.654593468549177260e+03
4.411000000004032806e+00,1.654601750632241419e+03
4.411100000004033461e+00,1.654610031357734442e+03
4.411200000004033228e+00,1.654618310725758874e+03
4.411300000004032995e+00,1.654626588736417489e+03
4.411400000004033650e+00,1.654634865389814877e+03
4.411500000004034305e+00,1.654643140686052902e+03
4.411600000004034072e+00,1.654651414625236612e+03
4.411700000004033839e+00,1.654659687207467641e+03
4.411800000004034494e+00,1.654667958432848991e+03
4.411900000004035149e+00,1.654676228301485253e+03
4.412000000004034916e+00,1.654684496813479427e+03
4.412100000004034683e+00,1.654692763968934514e+03
4.412200000004035338e+00,1.654701029767954196e+03
4.412300000004035994e+00,1.654709294210641701e+03
4.412400000004035761e+00,1.654717557297100484e+03
4.412500000004035527e+00,1.654725819027433545e+03
4.412600000004036183e+00,1.654734079401743202e+03
4.412700000004036838e+00,1.654742338420135866e+03
4.412800000004036605e+00,1.654750596082712718e+03
4.412900000004036372e+00,1.654758852389577214e+03
4.413000000004037027e+00,1.654767107340832354e+03
4.413100000004037682e+00,1.654775360936583411e+03
4.413200000004037449e+00,1.654783613176932249e+03
4.413300000004037216e+00,1.654791864061982551e+03
4.413400000004037871e+00,1.654800113591837771e+03
4.413500000004038526e+00,1.654808361766601593e+03
4.413600000004038293e+00,1.654816608586377242e+03
4.413700000004038060e+00,1.654824854051267266e+03
4.413800000004038715e+00,1.654833098161376938e+03
4.413900000004039370e+00,1.654841340916809486e+03
4.414000000004039137e+00,1.654849582317666773e+03
4.414100000004038904e+00,1.654857822364053618e+03
4.414200000004039559e+00,1.654866061056073477e+03
4.414300000004040214e+00,1.654874298393828667e+03
4.414400000004039981e+00,1.654882534377424008e+03
4.414500000004039748e+00,1.654890769006962273e+03
4.414600000004040403e+00,1.654899002282547599e+03
4.414700000004041058e+00,1.654907234204283213e+03
4.414800000004040825e+00,1.654915464772272344e+03
4.414900000004040592e+00,1.654923693986619128e+03
4.415000000004041247e+00,1.654931921847426565e+03
4.415100000004041902e+00,1.654940148354798566e+03
4.415200000004041669e+00,1.654948373508837904e+03
4.415300000004041436e+00,1.654956597309649624e+03
4.415400000004042091e+00,1.654964819757337182e+03
4.415500000004042747e+00,1.654973040852002669e+03
4.415600000004042514e+00,1.654981260593750221e+03
4.415700000004042280e+00,1.654989478982683977e+03
4.415800000004042936e+00,1.654997696018907391e+03
4.415900000004043591e+00,1.655005911702523917e+03
4.416000000004043358e+00,1.655014126033637922e+03
4.416100000004043125e+00,1.655022339012352631e+03
4.416200000004043780e+00,1.655030550638769910e+03
4.416300000004044435e+00,1.655038760912996850e+03
4.416400000004044202e+00,1.655046969835133950e+03
4.416500000004043969e+00,1.655055177405286486e+03
4.416600000004044624e+00,1.655063383623558821e+03
4.416700000004045279e+00,1.655071588490052818e+03
4.416800000004045046e+00,1.655079792004873070e+03
4.416900000004044813e+00,1.655087994168123714e+03
4.417000000004045468e+00,1.655096194979907523e+03
4.417100000004046123e+00,1.655104394440328861e+03
4.417200000004045890e+00,1.655112592549491183e+03
4.417300000004045657e+00,1.655120789307498399e+03
4.417400000004046312e+00,1.655128984714454418e+03
4.417500000004046967e+00,1.655137178770462924e+03
4.417600000004046734e+00,1.655145371475627371e+03
4.417700000004046501e+00,1.655153562830051669e+03
4.417800000004047156e+00,1.655161752833839955e+03
4.417900000004047811e+00,1.655169941487095457e+03
4.418000000004047578e+00,1.655178128789921175e+03
4.418100000004047345e+00,1.655186314742423292e+03
4.418200000004048000e+00,1.655194499344703672e+03
4.418300000004048655e+00,1.655202682596865998e+03
4.418400000004048422e+00,1.655210864499016907e+03
4.418500000004048189e+00,1.655219045051256217e+03
4.418600000004048844e+00,1.655227224253690792e+03
4.418700000004049500e+00,1.655235402106422953e+03
4.418800000004049267e+00,1.655243578609557062e+03
4.418900000004049033e+00,1.655251753763196575e+03
4.419000000004049689e+00,1.655259927567446766e+03
4.419100000004050344e+00,1.655268100022409953e+03
4.419200000004050111e+00,1.655276271128190274e+03
4.419300000004049878e+00,1.655284440884892092e+03
4.419400000004050533e+00,1.655292609292618863e+03
4.419500000004051188e+00,1.655300776351475179e+03
4.419600000004050955e+00,1.655308942061564721e+03
4.419700000004050722e+00,1.655317106422990946e+03
4.419800000004051377e+00,1.655325269435858218e+03
4.419900000004052032e+00,1.655333431100270218e+03
4.420000000004051799e+00,1.655341591416330630e+03
4.420100000004051566e+00,1.655349750384144500e+03
4.420200000004052221e+00,1.655357908003815510e+03
4.420300000004052876e+00,1.655366064275446661e+03
4.420400000004052643e+00,1.655374219199142090e+03
4.420500000004052410e+00,1.655382372775007070e+03
4.420600000004053065e+00,1.655390525003143921e+03
4.420700000004053720e+00,1.655398675883658143e+03
4.420800000004053487e+00,1.655406825416653874e+03
4.420900000004053254e+00,1.655414973602233431e+03
4.421000000004053909e+00,1.655423120440502089e+03
4.421100000004054564e+00,1.655431265931563757e+03
4.421200000004054331e+00,1.655439410075521891e+03
4.421300000004054098e+00,1.655447552872480856e+03
4.421400000004054753e+00,1.655455694322546151e+03
4.421500000004055408e+00,1.655463834425819414e+03
4.421600000004055175e+00,1.655471973182405691e+03
4.421700000004054942e+00,1.655480110592410028e+03
4.421800000004055597e+00,1.655488246655935882e+03
4.421900000004056253e+00,1.655496381373086251e+03
4.422000000004056020e+00,1.655504514743968230e+03
4.422100000004055786e+00,1.655512646768681407e+03
4.422200000004056442e+00,1.655520777447334467e+03
4.422300000004057097e+00,1.655528906780029047e+03
4.422400000004056864e+00,1.655537034766869965e+03
4.422500000004056631e+00,1.655545161407959995e+03
4.422600000004057286e+00,1.655553286703406457e+03
4.422700000004057941e+00,1.655561410653310531e+03
4.422800000004057708e+00,1.655569533257777039e+03
4.422900000004057475e+00,1.655577654516911707e+03
4.423000000004058130e+00,1.655585774430816855e+03
4.423100000004058785e+00,1.655593892999597529e+03
4.423200000004058552e+00,1.655602010223358548e+03
4.423300000004058319e+00,1.655610126102202685e+03
4.423400000004058974e+00,1.655618240636235441e+03
4.423500000004059629e+00,1.655626353825560727e+03
4.423600000004059396e+00,1.655634465670281543e+03
4.423700000004059163e+00,1.655642576170504071e+03
4.423800000004059818e+00,1.655650685326331768e+03
4.423900000004060473e+00,1.655658793137868088e+03
4.424000000004060240e+00,1.655666899605218987e+03
4.424100000004060007e+00,1.655675004728487693e+03
4.424200000004060662e+00,1.655683108507778570e+03
4.424300000004061317e+00,1.655691210943195756e+03
4.424400000004061084e+00,1.655699312034843842e+03
4.424500000004060851e+00,1.655707411782826284e+03
4.424600000004061506e+00,1.655715510187249492e+03
4.424700000004062161e+00,1.655723607248216695e+03
4.424800000004061928e+00,1.655731702965830891e+03
4.424900000004061695e+00,1.655739797340198038e+03
4.425000000004062350e+00,1.655747890371422727e+03
4.425100000004063006e+00,1.655755982059608414e+03
4.425200000004062773e+00,1.655764072404859462e+03
4.425300000004062539e+00,1.655772161407280691e+03
4.425400000004063195e+00,1.655780249066975557e+03
4.425500000004063850e+00,1.655788335384050470e+03
4.425600000004063617e+00,1.655796420358608430e+03
4.425700000004063384e+00,1.655804503990752892e+03
4.425800000004064039e+00,1.655812586280590040e+03
4.425900000004064694e+00,1.655820667228224238e+03
4.426000000004064461e+00,1.655828746833758032e+03
4.426100000004064228e+00,1.655836825097298060e+03
4.426200000004064883e+00,1.655844902018948005e+03
4.426300000004065538e+00,1.655852977598812004e+03
4.426400000004065305e+00,1.655861051836994420e+03
4.426500000004065072e+00,1.655869124733600302e+03
4.426600000004065727e+00,1.655877196288734467e+03
4.426700000004066382e+00,1.655885266502500599e+03
4.426800000004066149e+00,1.655893335375002152e+03
4.426900000004065916e+00,1.655901402906346220e+03
4.427000000004066571e+00,1.655909469096635576e+03
4.427100000004067226e+00,1.655917533945975038e+03
4.427200000004066993e+00,1.655925597454470108e+03
4.427300000004066760e+00,1.655933659622224695e+03
4.427400000004067415e+00,1.655941720449341801e+03
4.427500000004068070e+00,1.655949779935927609e+03
4.427600000004067837e+00,1.655957838082087392e+03
4.427700000004067604e+00,1.655965894887923696e+03
4.427800000004068259e+00,1.655973950353542477e+03
4.427900000004068914e+00,1.655982004479049237e+03
4.428000000004068681e+00,1.655990057264545840e+03
4.428100000004068448e+00,1.655998108710138695e+03
4.428200000004069103e+00,1.656006158815932849e+03
4.428300000004069759e+00,1.656014207582031304e+03
4.428400000004069526e+00,1.656022255008539787e+03
4.428500000004069292e+00,1.656030301095563345e+03
4.428600000004069948e+00,1.656038345843205434e+03
4.428700000004070603e+00,1.656046389251571100e+03
4.428800000004070370e+00,1.656054431320766071e+03
4.428900000004070137e+00,1.656062472050894030e+03
4.429000000004070792e+00,1.656070511442058887e+03
4.429100000004071447e+00,1.656078549494367280e+03
4.429200000004071214e+00,1.656086586207921982e+03
4.429300000004070981e+00,1.656094621582828950e+03
4.429400000004071636e+00,1.656102655619192547e+03
4.429500000004072291e+00,1.656110688317118274e+03
4.429600000004072058e+00,1.656118719676708224e+03
4.429700000004071825e+00,1.656126749698070398e+03
4.429800000004072480e+00,1.656134778381306660e+03
4.429900000004073135e+00,1.656142805726525012e+03
4.430000000004072902e+00,1.656150831733827317e+03
4.430100000004072669e+00,1.656158856403319305e+03
4.430200000004073324e+00,1.656166879735106022e+03
4.430300000004073979e+00,1.656174901729292742e+03
4.430400000004073746e+00,1.656182922385983375e+03
4.430500000004073513e+00,1.656190941705282057e+03
4.430600000004074168e+00,1.656198959687295655e+03
4.430700000004074823e+00,1.656206976332127397e+03
4.430800000004074590e+00,1.656214991639882328e+03
4.430900000004074357e+00,1.656223005610665723e+03
4.431000000004075012e+00,1.656231018244581946e+03
4.431100000004075667e+00,1.656239029541736954e+03
4.431200000004075434e+00,1.656247039502233974e+03
4.431300000004075201e+00,1.656255048126178735e+03
4.431400000004075856e+00,1.656263055413675829e+03
4.431500000004076512e+00,1.656271061364830302e+03
4.431600000004076279e+00,1.656279065979747202e+03
4.431700000004076045e+00,1.656287069258531346e+03
4.431800000004076701e+00,1.656295071201287556e+03
4.431900000004077356e+00,1.656303071808121103e+03
4.432000000004077123e+00,1.656311071079136582e+03
4.432100000004076890e+00,1.656319069014438583e+03
4.432200000004077545e+00,1.656327065614131925e+03
4.432300000004078200e+00,1.656335060878321883e+03
4.432400000004077967e+00,1.656343054807114868e+03
4.432500000004077734e+00,1.656351047400612970e+03
4.432600000004078389e+00,1.656359038658923510e+03
4.432700000004079044e+00,1.656367028582151079e+03
4.432800000004078811e+00,1.656375017170399587e+03
4.432900000004078578e+00,1.656383004423774764e+03
4.433000000004079233e+00,1.656390990342382338e+03
4.433100000004079888e+00,1.656398974926324627e+03
4.433200000004079655e+00,1.656406958175709406e+03
4.433300000004079422e+00,1.656414940090641267e+03
4.433400000004080077e+00,1.656422920671224801e+03
4.433500000004080732e+00,1.656430899917564602e+03
4.433600000004080499e+00,1.656438877829766170e+03
4.433700000004080266e+00,1.656446854407934097e+03
4.433800000004080921e+00,1.656454829652174794e+03
4.433900000004081576e+00,1.656462803562592626e+03
4.434000000004081343e+00,1.656470776139291274e+03
4.434100000004081110e+00,1.656478747382377833e+03
4.434200000004081765e+00,1.656486717291956666e+03
4.434300000004082420e+00,1.656494685868132592e+03
4.434400000004082187e+00,1.656502653111010886e+03
4.434500000004081954e+00,1.656510619020696367e+03
4.434600000004082609e+00,1.656518583597295446e+03
4.434700000004083265e+00,1.656526546840911124e+03
4.434800000004083032e+00,1.656534508751651401e+03
4.434900000004082798e+00,1.656542469329617916e+03
4.435000000004083454e+00,1.656550428574919806e+03
4.435100000004084109e+00,1.656558386487658709e+03
4.435200000004083876e+00,1.656566343067941261e+03
4.435300000004083643e+00,1.656574298315872511e+03
4.435400000004084298e+00,1.656582252231558641e+03
4.435500000004084953e+00,1.656590204815103561e+03
4.435600000004084720e+00,1.656598156066612319e+03
4.435700000004084487e+00,1.656606105986191551e+03
4.435800000004085142e+00,1.656614054573944941e+03
4.435900000004085797e+00,1.656622001829979126e+03
4.436000000004085564e+00,1.656629947754398927e+03
4.436100000004085331e+00,1.656637892347308707e+03
4.436200000004085986e+00,1.656645835608814650e+03
4.436300000004086641e+00,1.656653777539021121e+03
4.436400000004086408e+00,1.656661718138034530e+03
4.436500000004086175e+00,1.656669657405959470e+03
4.436600000004086830e+00,1.656677595342900531e+03
4.436700000004087485e+00,1.656685531948965263e+03
4.436800000004087252e+00,1.656693467224255983e+03
4.436900000004087019e+00,1.656701401168881603e+03
4.437000000004087674e+00,1.656709333782943759e+03
4.437100000004088329e+00,1.656717265066549999e+03
4.437200000004088096e+00,1.656725195019805597e+03
4.437300000004087863e+00,1.656733123642814235e+03
4.437400000004088518e+00,1.656741050935683461e+03
4.437500000004089173e+00,1.656748976898518549e+03
4.437600000004088940e+00,1.656756901531421818e+03
4.437700000004088707e+00,1.656764824834501496e+03
4.437800000004089362e+00,1.656772746807862859e+03
4.437900000004090018e+00,1.656780667451610270e+03
4.438000000004089785e+00,1.656788586765850141e+03
4.438100000004089551e+00,1.656796504750686154e+03
4.438200000004090207e+00,1.656804421406225856e+03
4.438300000004090862e+00,1.656812336732573158e+03
4.438400000004090629e+00,1.656820250729834697e+03
4.438500000004090396e+00,1.656828163398113702e+03
4.438600000004091051e+00,1.656836074737519311e+03
4.438700000004091706e+00,1.656843984748153616e+03
4.438800000004091473e+00,1.656851893430123482e+03
4.438900000004091240e+00,1.656859800783533956e+03
4.439000000004091895e+00,1.656867706808491221e+03
4.439100000004092550e+00,1.656875611505100551e+03
4.439200000004092317e+00,1.656883514873466765e+03
4.439300000004092084e+00,1.656891416913695821e+03
4.439400000004092739e+00,1.656899317625893673e+03
4.439500000004093394e+00,1.656907217010164914e+03
4.439600000004093161e+00,1.656915115066615044e+03
4.439700000004092928e+00,1.656923011795350476e+03
4.439800000004093583e+00,1.656930907196477392e+03
4.439900000004094238e+00,1.656938801270099475e+03
4.440000000004094005e+00,1.656946694016323818e+03
4.440100000004093772e+00,1.656954585435254558e+03
4.440200000004094427e+00,1.656962475526998560e+03
4.440300000004095082e+00,1.656970364291661099e+03
4.440400000004094849e+00,1.656978251729347448e+03
4.440500000004094616e+00,1.656986137840162883e+03
4.440600000004095271e+00,1.656994022624214722e+03
4.440700000004095926e+00,1.657001906081606194e+03
4.440800000004095693e+00,1.657009788212444391e+03
4.440900000004095460e+00,1.657017669016834589e+03
4.441000000004096115e+00,1.657025548494882969e+03
4.441100000004096771e+00,1.657033426646694124e+03
4.441200000004096538e+00,1.657041303472374466e+03
4.441300000004096304e+00,1.657049178972029267e+03
4.441400000004096960e+00,1.657057053145764939e+03
4.441500000004097615e+00,1.657064925993686074e+03
4.441600000004097382e+00,1.657072797515900220e+03
4.441700000004097149e+00,1.657080667712510376e+03
4.441800000004097804e+00,1.657088536583624546e+03
4.441900000004098459e+00,1.657096404129347320e+03
4.442000000004098226e+00,1.657104270349784201e+03
4.442100000004097993e+00,1.657112135245041827e+03
4.442200000004098648e+00,1.657119998815225927e+03
4.442300000004099303e+00,1.657127861060441546e+03
4.442400000004099070e+00,1.657135721980794642e+03
4.442500000004098837e+00,1.657143581576390943e+03
4.442600000004099492e+00,1.657151439847336633e+03
4.442700000004100147e+00,1.657159296793736758e+03
4.442800000004099914e+00,1.657167152415697956e+03
4.442900000004099681e+00,1.657175006713325502e+03
4.443000000004100336e+00,1.657182859686725806e+03
4.443100000004100991e+00,1.657190711336003915e+03
4.443200000004100758e+00,1.657198561661265558e+03
4.443300000004100525e+00,1.657206410662616918e+03
4.443400000004101180e+00,1.657214258340164633e+03
4.443500000004101835e+00,1.657222104694013524e+03
4.443600000004101602e+00,1.657229949724269545e+03
4.443700000004101369e+00,1.657237793431039108e+03
4.443800000004102024e+00,1.657245635814426805e+03
4.443900000004102679e+00,1.657253476874539501e+03
4.444000000004102446e+00,1.657261316611483380e+03
4.444100000004102213e+00,1.657269155025364171e+03
4.444200000004102868e+00,1.657276992116287374e+03
4.444300000004103524e+00,1.657284827884358720e+03
4.444400000004103291e+00,1.657292662329684845e+03
4.444500000004103057e+00,1.657300495452370797e+03
4.444600000004103713e+00,1.657308327252523441e+03
4.444700000004104368e+00,1.657316157730248506e+03
4.444800000004104135e+00,1.657323986885651038e+03
4.444900000004103902e+00,1.657331814718838132e+03
4.445000000004104557e+00,1.657339641229915514e+03
4.445100000004105212e+00,1.657347466418988233e+03
4.445200000004104979e+00,1.657355290286163836e+03
4.445300000004104746e+00,1.657363112831546914e+03
4.445400000004105401e+00,1.657370934055243879e+03
4.445500000004106056e+00,1.657378753957362278e+03
4.445600000004105823e+00,1.657386572538005112e+03
4.445700000004105590e+00,1.657394389797279928e+03
4.445800000004106245e+00,1.657402205735293592e+03
4.445900000004106900e+00,1.657410020352151150e+03
