"jname","ndup","ra","dec","file","root","nGr","Grating","grade","zfit","z","comment","References","nRef","sn50","wmin","wmax","Lya","Ha","OIII","L_Ha","L_OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"j123635.13p621255.83","3","189.146355","62.215509","goodsn-wide0-v2_prism-clear_1211_1299.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","4.0707","4.0707","","-","0","10.01","0.61","5.28","-1.5","36.2","","42.58","42.89","","","","FITS   zfit   spl","",""
"j123633.19p621311.44","3","189.138284","62.219845","goodsn-wide0-v2_prism-clear_1211_1308.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","4.2162","4.2162","","-","0","1.14","0.61","5.28","2.1","8.1","","41.51","42.12","","","","FITS   zfit   spl","",""
"j123628.65p621351.68","3","189.119369","62.231021","goodsn-wide0-v2_prism-clear_1211_1345.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","4.1494","4.1494","","-","0","2.18","0.61","5.28","1.4","14.3","","41.87","42.29","","","","FITS   zfit   spl","",""
"j123632.68p621331.79","3","189.136164","62.225498","goodsn-wide0-v2_prism-clear_1211_1465.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","5.1903","5.1903","","-","0","0.91","0.61","5.28","-2.2","4.7","","41.59","42","","","","FITS   zfit   spl","",""
"j123630.15p621225.59","3","189.125629","62.207107","goodsn-wide0-v2_prism-clear_1211_1470.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.1493","0.1493","","-","0","0.58","0.61","5.28","","2.2","","38.34","","","","","FITS   zfit   spl","",""
"j123630.44p621305.14","3","189.126822","62.218094","goodsn-wide0-v2_prism-clear_1211_1471.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.4024","0.4024","","-","0","0.69","0.61","5.28","","-1.6","-0.8","","","","","","FITS   zfit   spl","",""
"j123601.55p621224.68","3","189.006475","62.206856","goodsn-wide0-v2_prism-clear_1211_1484.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.3626","3.3626","","-","0","6.48","0.61","5.28","","20.4","14.2","42.2","42.19","","","","FITS   zfit   spl","",""
"j123611.22p621132.69","3","189.046732","62.192415","goodsn-wide0-v2_prism-clear_1211_1513.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.9933","1.9933","","-","0","3.72","0.61","5.28","","11.7","17.3","41.54","41.95","","","","FITS   zfit   spl","",""
"j123618.65p621132.28","3","189.077717","62.1923","goodsn-wide0-v2_prism-clear_1211_1519.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.7486","1.7486","","-","0","8.29","0.61","5.28","","15.2","14.7","41.44","41.58","","","","FITS   zfit   spl","",""
"j123612.95p621132.07","3","189.053972","62.192241","goodsn-wide0-v2_prism-clear_1211_1521.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.3016","3.3016","","-","0","2.89","0.61","5.28","","8.5","8.8","41.55","41.76","","","","FITS   zfit   spl","",""
"j123608.38p621129.03","3","189.034908","62.191396","goodsn-wide0-v2_prism-clear_1211_1569.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.7898","0.7897","","-","0","4.21","0.61","5.28","","0.6","1.8","39.51","40.09","","","","FITS   zfit   spl","",""
"j123616.64p621126.49","3","189.069318","62.190691","goodsn-wide0-v2_prism-clear_1211_1588.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.229","2.229","","-","0","2.57","0.61","5.28","","6.9","7.2","41.38","41.68","","","","FITS   zfit   spl","",""
"j123608.60p621124.25","3","189.03585","62.19007","goodsn-wide0-v2_prism-clear_1211_1590.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.8395","0.8395","","-","0","16.22","0.61","5.28","","16.2","14.5","41.47","41.49","","","","FITS   zfit   spl","",""
"j123619.52p621126.54","3","189.081335","62.190705","goodsn-wide0-v2_prism-clear_1211_1615.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","1.1091","1.1091","","-","0","1.99","0.61","5.28","","1.2","1.6","40.01","40.24","","","","FITS   zfit   spl","",""
"j123621.68p621125.43","3","189.090336","62.190398","goodsn-wide0-v2_prism-clear_1211_1626.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.3313","0.3313","","-","0","1.02","0.61","5.28","","3.9","0","39.61","37.07","","","","FITS   zfit   spl","",""
"j123618.82p621119.11","3","189.078435","62.188643","goodsn-wide0-v2_prism-clear_1211_1672.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.0023","2.0023","","-","0","48.6","0.61","5.28","","16.8","0.6","42.46","41.04","","","","FITS   zfit   spl","",""
"j123619.50p621118.17","3","189.081258","62.18838","goodsn-wide0-v2_prism-clear_1211_1715.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.5246","1.5246","","-","0","3.98","0.61","5.28","","6","10","40.96","41.28","","","","FITS   zfit   spl","",""
"j123616.04p621107.82","1","189.066844","62.185505","goodsn-wide0-v2_prism-clear_1211_1795.spec.fits","goodsn-wide0-v2","0","","0","1.6756","1.1541","","-","0","76.78","0.61","5.28","","23.6","27.5","42.39","42.52","","","","FITS   zfit   spl","",""
"j123613.56p621057.98","3","189.056481","62.182772","goodsn-wide0-v2_prism-clear_1211_1955.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.1708","2.1708","","-","0","7.93","0.61","5.28","","9.6","7.2","41.49","41.62","","","","FITS   zfit   spl","",""
"j123612.63p621055.78","3","189.052637","62.18216","goodsn-wide0-v2_prism-clear_1211_1973.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.0845","2.0845","","-","0","10.33","0.61","5.28","","16.9","14.7","42","42.15","","","","FITS   zfit   spl","",""
"j123612.74p621050.57","3","189.053075","62.180715","goodsn-wide0-v2_prism-clear_1211_2032.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.3633","1.3633","","-","0","1.35","0.61","5.28","","2.3","5.3","40.52","41","","","","FITS   zfit   spl","",""
"j123614.29p621048.39","3","189.059525","62.180107","goodsn-wide0-v2_prism-clear_1211_2058.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","5.2826","5.2826","","-","0","2.77","0.61","5.28","0.2","6.7","","41.9","41.58","","","","FITS   zfit   spl","",""
"j123614.45p621045.09","3","189.060208","62.179191","goodsn-wide0-v2_prism-clear_1211_2078.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.6743","1.6743","","-","0","36.02","0.61","5.28","","10.8","0.8","41.56","40.48","","","","FITS   zfit   spl","",""
"j123617.53p621523.96","3","189.07304","62.256654","goodsn-wide0-v2_prism-clear_1211_2778.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.1238","3.1238","","-","0","1.91","0.61","5.28","","3.3","4","40.94","41.26","","","","FITS   zfit   spl","",""
"j123620.21p621512.12","3","189.084189","62.253367","goodsn-wide0-v2_prism-clear_1211_2927.spec.fits","goodsn-wide0-v2","2","G235H   G395H","2","0.7362","0.7362","","-","0","4.04","0.61","5.28","","0.2","-2.1","38.76","","","","","FITS   zfit   spl","",""
"j123618.91p621510.50","3","189.078809","62.252918","goodsn-wide0-v2_prism-clear_1211_2943.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.5926","2.5926","","-","0","8.63","0.61","5.28","","15.5","8.1","41.82","41.71","","","","FITS   zfit   spl","",""
"j123616.70p621200.68","3","189.069587","62.200188","goodsn-wide0-v2_prism-clear_1211_300.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.9764","2.9764","","-","0","1.59","0.61","5.28","","22","34.6","41.98","42.45","","","","FITS   zfit   spl","",""
"j123614.02p621506.98","3","189.058402","62.251938","goodsn-wide0-v2_prism-clear_1211_3018.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.6767","1.6767","","-","0","7.89","0.61","5.28","","11.5","12.2","41.41","41.57","","","","FITS   zfit   spl","",""
"j123616.60p621459.73","3","189.069182","62.249925","goodsn-wide0-v2_prism-clear_1211_3155.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.9945","1.9945","","-","0","10.95","0.61","5.28","","12.7","7.8","41.65","41.55","","","","FITS   zfit   spl","",""
"j123619.94p621501.04","3","189.083065","62.25029","goodsn-wide0-v2_prism-clear_1211_3166.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.9999","1.9999","","-","0","1.75","0.61","5.28","","2.3","4.8","40.64","41.21","","","","FITS   zfit   spl","",""
"j123613.59p621455.80","3","189.056625","62.248835","goodsn-wide0-v2_prism-clear_1211_3233.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.598","2.598","","-","0","1.84","0.61","5.28","","5.6","6.8","41.03","41.34","","","","FITS   zfit   spl","",""
"j123622.82p621451.49","3","189.095104","62.247635","goodsn-wide0-v2_prism-clear_1211_3266.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.6526","0.6526","","-","0","32.44","0.61","5.28","","11.1","8.5","40.84","40.68","","","","FITS   zfit   spl","",""
"j123623.15p621449.16","6","189.096448","62.246989","goodsn-wide0-v2_prism-clear_1211_3329.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.0881","3.0881","","-","0","1.55","0.61","5.28","","6.2","7.8","41.17","41.59","","","","FITS   zfit   spl","",""
"j123618.71p621446.36","3","189.077956","62.24621","goodsn-wide0-v2_prism-clear_1211_3330.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.7815","0.7815","","-","0","66.65","0.61","5.28","","-0.4","-2","","","","","","FITS   zfit   spl","",""
"j123619.63p621448.08","3","189.081776","62.246688","goodsn-wide0-v2_prism-clear_1211_3340.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.8842","0.8841","","-","0","2.8","0.61","5.28","","1.7","-0.5","39.94","","","","","FITS   zfit   spl","",""
"j123613.52p621447.83","3","189.056317","62.246619","goodsn-wide0-v2_prism-clear_1211_3341.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.6753","1.6753","","-","0","6.01","0.61","5.28","","13.2","19.8","41.42","41.78","","","","FITS   zfit   spl","",""
"j123611.63p621447.30","4","189.048445","62.246472","goodsn-wide0-v2_prism-clear_1211_3342.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.4808","1.4808","","-","0","6.34","0.61","5.28","","15.6","21","41.35","41.65","","","","FITS   zfit   spl","",""
"j123619.15p621441.55","3","189.079806","62.244876","goodsn-wide0-v2_prism-clear_1211_3417.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.1325","3.1325","wide ha and he1083 and balmer break","-","0","48.67","0.61","5.28","","27.6","19.2","42.68","42.65","","","","FITS   zfit   spl","",""
"j123619.74p621442.14","7","189.08223","62.245039","goodsn-wide0-v2_prism-clear_1211_3432.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.0799","3.0799","","-","0","8.78","0.61","5.28","","8.7","7.9","41.51","41.75","","","","FITS   zfit   spl","",""
"j123608.57p621435.35","4","189.035722","62.243154","goodsn-wide0-v2_prism-clear_1211_3530.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.1308","3.1308","","-","0","30.67","0.61","5.28","","34.7","4.1","42.58","41.55","","","","FITS   zfit   spl","",""
"j123624.98p621433.48","3","189.104101","62.242634","goodsn-wide0-v2_prism-clear_1211_3584.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.0143","2.0143","","-","0","3.83","0.62","5.28","","4.4","5.4","41.1","41.4","","","","FITS   zfit   spl","",""
"j123610.53p621433.33","3","189.043894","62.242591","goodsn-wide0-v2_prism-clear_1211_3590.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.0842","2.0842","","-","0","3.66","0.61","5.28","","1.7","3.2","40.38","40.9","","","","FITS   zfit   spl","",""
"j123621.89p621430.11","3","189.091224","62.241697","goodsn-wide0-v2_prism-clear_1211_3629.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.9179","3.9179","","-","0","4.35","0.61","5.28","","22.3","17","42.4","42.48","","","","FITS   zfit   spl","",""
"j123623.21p621431.11","3","189.096709","62.241976","goodsn-wide0-v2_prism-clear_1211_3634.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","6.1798","6.1798","","-","0","0.22","0.61","5.28","1.7","1.3","","41.24","41.5","","","","FITS   zfit   spl","",""
"j123613.34p621429.58","3","189.055588","62.24155","goodsn-wide0-v2_prism-clear_1211_3640.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.2957","0.2957","","-","0","6.75","0.61","5.28","","3.7","4.1","39.45","39.7","","","","FITS   zfit   spl","",""
"j123618.34p621426.40","3","189.076411","62.240668","goodsn-wide0-v2_prism-clear_1211_3657.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.0447","0","star","-","0","57.55","0.73","5.28","","","","","","","","","FITS   zfit   spl","",""
"j123611.88p621428.23","7","189.0495","62.241176","goodsn-wide0-v2_prism-clear_1211_3667.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.2682","1.2682","","-","0","9.11","0.61","5.28","","5.7","5.2","40.69","40.73","","","","FITS   zfit   spl","",""
"j123619.60p621423.13","3","189.081678","62.239759","goodsn-wide0-v2_prism-clear_1211_3749.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.3012","2.3012","","-","0","1.75","0.61","5.28","","4.5","4.1","41.13","41.38","","","","FITS   zfit   spl","",""
"j123613.57p621421.11","3","189.056556","62.239196","goodsn-wide0-v2_prism-clear_1211_3754.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.2372","0.2372","","-","0","2.88","0.61","5.28","","1.7","3.9","38.86","39.6","","","","FITS   zfit   spl","",""
"j123617.62p621418.21","3","189.073412","62.238391","goodsn-wide0-v2_prism-clear_1211_3835.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.1634","0.1634","","-","0","0.74","0.61","5.28","","2.2","","38.24","","","","","FITS   zfit   spl","",""
"j123620.99p621412.21","3","189.087449","62.236724","goodsn-wide0-v2_prism-clear_1211_3901.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.8602","1.8602","balmer break","-","0","60.56","0.61","5.28","","5.2","3.6","41.91","41.93","","","","FITS   zfit   spl","",""
"j123613.76p621413.59","3","189.057318","62.237109","goodsn-wide0-v2_prism-clear_1211_3931.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","5.3609","5.3609","","-","0","-0.19","0.61","5.28","0.4","1.1","","40.88","41.2","","","","FITS   zfit   spl","",""
"j123611.22p621411.86","4","189.04674","62.236627","goodsn-wide0-v2_prism-clear_1211_3962.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.2638","2.2637","","-","0","1.72","0.61","5.28","","6.9","11.6","41.14","41.64","","","","FITS   zfit   spl","",""
"j123616.47p621407.91","3","189.068612","62.235532","goodsn-wide0-v2_prism-clear_1211_4030.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.3997","2.3997","","-","0","30.74","0.61","5.28","","-0.6","-1","","","","","","FITS   zfit   spl","",""
"j123617.75p621400.53","3","189.073959","62.233479","goodsn-wide0-v2_prism-clear_1211_4145.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.486","1.486","","-","0","2.01","0.61","5.28","","17","28.8","41.48","41.9","","","","FITS   zfit   spl","",""
"j123612.18p621401.00","3","189.050736","62.233611","goodsn-wide0-v2_prism-clear_1211_4164.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","1.6524","1.6524","","-","0","3.72","0.61","5.28","","1.6","0.3","40.26","39.68","","","","FITS   zfit   spl","",""
"j123612.74p621356.43","3","189.053082","62.232343","goodsn-wide0-v2_prism-clear_1211_4180.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.283","0.283","","-","0","36.86","0.61","5.28","","15.9","13.8","40.46","40.48","","","","FITS   zfit   spl","",""
"j123612.52p621359.82","3","189.052164","62.233283","goodsn-wide0-v2_prism-clear_1211_4183.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.1075","0.1075","","-","0","2.21","0.62","5.28","","3.7","","38.24","","","","","FITS   zfit   spl","",""
"j123613.16p621354.22","3","189.054824","62.231729","goodsn-wide0-v2_prism-clear_1211_4273.spec.fits","goodsn-wide0-v2","2","G235H   G395H","2","0.215","0.215","","-","0","3.32","0.61","5.28","","5.3","","39.19","","","","","FITS   zfit   spl","",""
"j123619.14p621351.73","3","189.079734","62.231036","goodsn-wide0-v2_prism-clear_1211_4300.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.4815","0.4815","","-","0","8.1","0.61","5.28","","1.8","-0.8","39.57","","","","","FITS   zfit   spl","",""
"j123610.72p621132.17","3","189.044655","62.192271","goodsn-wide0-v2_prism-clear_1211_430.spec.fits","goodsn-wide0-v2","2","G235H   G395H","1","0.6452","0.6452","","-","0","1.41","0.61","5.28","","1.3","3.3","39.56","39.96","","","","FITS   zfit   spl","",""
"j123627.96p621352.26","3","189.116483","62.231182","goodsn-wide0-v2_prism-clear_1211_4324.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.9274","2.9274","","-","0","1.9","0.61","5.28","","11.3","15.4","41.61","42.1","","","","FITS   zfit   spl","",""
"j123614.61p621344.33","3","189.060881","62.22898","goodsn-wide0-v2_prism-clear_1211_4394.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.8576","1.8576","balmer break","-","0","81.93","0.61","5.28","","2.6","-0.8","41.7","","","","","FITS   zfit   spl","",""
"j123629.79p621348.28","3","189.124122","62.230079","goodsn-wide0-v2_prism-clear_1211_4400.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","3.073","3.073","","-","0","4.74","0.61","5.28","","31.6","43.5","42.17","42.61","","","","FITS   zfit   spl","",""
"j123613.53p621345.97","3","189.056392","62.229436","goodsn-wide0-v2_prism-clear_1211_4428.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.67","1.67","","-","0","2.01","0.61","5.28","","5.4","9","40.94","41.32","","","","FITS   zfit   spl","",""
"j123630.02p621344.69","3","189.125068","62.229081","goodsn-wide0-v2_prism-clear_1211_4461.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.4162","1.4162","","-","0","1.03","0.61","5.28","","1.8","5.5","40.53","41.11","","","","FITS   zfit   spl","",""
"j123627.13p621338.10","3","189.113038","62.22725","goodsn-wide0-v2_prism-clear_1211_4578.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.9451","2.9451","","-","0","1.42","0.61","5.28","","14.1","15.9","41.59","41.94","","","","FITS   zfit   spl","",""
"j123631.21p621329.78","3","189.130022","62.22494","goodsn-wide0-v2_prism-clear_1211_4731.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.9309","2.9309","","-","0","7.65","0.61","5.28","","29.6","17.3","42.28","42.19","","","","FITS   zfit   spl","",""
"j123626.18p621329.39","4","189.109087","62.224835","goodsn-wide0-v2_prism-clear_1211_4754.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.7011","0.7011","","-","0","6.73","0.61","5.28","","19.5","40.7","41.01","41.58","","","","FITS   zfit   spl","",""
"j123629.50p621325.55","3","189.122924","62.223763","goodsn-wide0-v2_prism-clear_1211_4818.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","0.7696","0.7696","","-","0","0","0.61","5.28","","5","9","40.31","40.64","","","","FITS   zfit   spl","",""
"j123632.05p621323.49","3","189.13354","62.223191","goodsn-wide0-v2_prism-clear_1211_4829.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","1.7921","1.792","","-","0","10.89","0.61","5.28","","12.3","13.6","41.51","41.69","","","","FITS   zfit   spl","",""
"j123557.43p621322.41","3","188.989282","62.222892","goodsn-wide0-v2_prism-clear_1211_4849.spec.fits","goodsn-wide0-v2","2","G235H   G395H","3","2.3344","2.3344","","-","0","5.02","0.61","5.28","","17.1","16.7","41.8","42.03","","","","FITS   zfit   spl","",""
