"jname","ndup","ra","dec","file","root","nGr","Grating","grade","zfit","z","comment","References","nRef","sn50","wmin","wmax","Lya","Ha","OIII","L_Ha","L_OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"j100026.32p022209.37","1","150.107792","2.369516","cosmos-transients-v3_prism-clear_6585_63167.spec.fits","cosmos-transients-v3","0","","3","4.5217","4.5217","","-","0","8.44","0.61","5.28","-3.8","33.1","","41.91","42.31","","","","FITS   zfit   spl","",""
"j100026.32p022209.37","1","150.108765","2.370413","cosmos-transients-v3_prism-clear_6585_63350.spec.fits","cosmos-transients-v3","0","","1","1.5022","1.5022","","-","0","1.77","0.61","5.28","","1.8","0.6","39.99","39.61","","","","FITS   zfit   spl","",""
"j100024.31p022158.26","1","150.100054","2.370814","cosmos-transients-v3_prism-clear_6585_63451.spec.fits","cosmos-transients-v3","0","","3","3.7156","3.7156","","-","0","2","0.61","5.28","","8.3","5.2","41.24","41.33","","","","FITS   zfit   spl","",""
"j100026.68p022223.87","1","150.110821","2.372916","cosmos-transients-v3_prism-clear_6585_63916.spec.fits","cosmos-transients-v3","0","","3","4.09","4.09","","-","0","0.4","0.61","5.28","-0.4","23.2","","41.66","42.02","","","","FITS   zfit   spl","",""
"j100024.18p022238.52","1","150.101359","2.373314","cosmos-transients-v3_prism-clear_6585_64013.spec.fits","cosmos-transients-v3","0","","3","3.7085","3.7085","","-","0","4.92","0.61","5.28","","30","35.6","41.71","42.12","","","","FITS   zfit   spl","",""
"j100029.98p022225.06","1","150.126095","2.374417","cosmos-transients-v3_prism-clear_6585_64251.spec.fits","cosmos-transients-v3","0","","3","2.9824","2.9824","","-","0","2.73","0.61","5.28","","31.3","37.3","41.86","42.28","","","","FITS   zfit   spl","",""
"j100033.26p022233.07","3","150.136462","2.374684","cosmos-transients-v3_prism-clear_6585_64305.spec.fits","cosmos-transients-v3","0","","3","4.2116","4.2115","; LAE","-","0","2.12","0.61","5.28","13.4","39.2","","41.99","42.32","","","","FITS   zfit   spl","",""
"j100031.68p022232.63","3","150.131025","2.374973","cosmos-transients-v3_prism-clear_6585_64351.spec.fits","cosmos-transients-v3","0","","2","4.9463","4.9463","","-","0","0.13","0.61","5.28","1.7","1.2","","40.77","41.53","","","","FITS   zfit   spl","",""
"j100022.75p022224.58","1","150.094999","2.375104","cosmos-transients-v3_prism-clear_6585_64389.spec.fits","cosmos-transients-v3","0","","2","3.1903","3.1903","","-","0","1.52","0.61","5.28","","4.5","1.5","40.82","40.66","","","","FITS   zfit   spl","",""
"j100031.68p022232.63","3","150.132057","2.374789","cosmos-transients-v3_prism-clear_6585_64405.spec.fits","cosmos-transients-v3","0","","3","2.8354","2.8354","","-","0","15.04","0.61","5.28","","39.6","32.2","42.5","42.61","","","","FITS   zfit   spl","",""
"j100031.68p022232.63","3","150.131815","2.374907","cosmos-transients-v3_prism-clear_6585_64406.spec.fits","cosmos-transients-v3","0","","3","1.7521","1.7521","","-","0","23.96","0.61","5.28","","3.8","-1","41.18","","","","","FITS   zfit   spl","",""
"j100022.75p022224.58","1","150.094819","2.375525","cosmos-transients-v3_prism-clear_6585_64486.spec.fits","cosmos-transients-v3","0","","3","1.265","1.265","","-","0","1.25","0.61","5.28","","10.8","19.7","40.55","40.93","","","","FITS   zfit   spl","",""
"j100030.71p022232.98","1","150.128682","2.375811","cosmos-transients-v3_prism-clear_6585_64552.spec.fits","cosmos-transients-v3","0","","3","3.4317","3.4317","","-","0","1.62","0.61","5.28","","5.8","2.6","40.97","40.91","","","","FITS   zfit   spl","",""
"j100033.26p022233.07","3","150.139001","2.375815","cosmos-transients-v3_prism-clear_6585_64555.spec.fits","cosmos-transients-v3","0","","3","4.5299","4.5299","; FUV turnover","-","0","1.72","0.61","5.28","5.6","41.5","","42.17","42.7","","","","FITS   zfit   spl","",""
"j100030.71p022232.98","1","150.127947","2.375825","cosmos-transients-v3_prism-clear_6585_64570.spec.fits","cosmos-transients-v3","0","","3","3.4206","3.4206","","-","0","2.06","0.61","5.28","","25.5","32.7","41.89","42.29","","","","FITS   zfit   spl","",""
"j100031.68p022232.63","3","150.132003","2.375718","cosmos-transients-v3_prism-clear_6585_64577.spec.fits","cosmos-transients-v3","0","","3","2.9907","2.9907","","-","0","17.96","0.61","5.28","","46.2","38.7","42.78","42.91","","","","FITS   zfit   spl","",""
"j100021.53p022232.34","1","150.08975","2.375631","cosmos-transients-v3_prism-clear_6585_64579.spec.fits","cosmos-transients-v3","0","","3","0.2569","0.2569","","-","0","7.38","0.61","5.28","","5.4","2.3","39.25","39.02","","","","FITS   zfit   spl","",""
"j100021.53p022232.34","1","150.089977","2.376126","cosmos-transients-v3_prism-clear_6585_64647.spec.fits","cosmos-transients-v3","0","","3","3.911","3.911","","-","0","1.2","0.61","5.28","","7.4","10.1","41.3","41.66","","","","FITS   zfit   spl","",""
"j100021.53p022232.34","1","150.090043","2.37627","cosmos-transients-v3_prism-clear_6585_64648.spec.fits","cosmos-transients-v3","0","","3","3.9002","3.9002","","-","0","2.58","0.61","5.28","","21.5","30.6","41.78","42.23","","","","FITS   zfit   spl","",""
"j100030.14p022234.44","1","150.126092","2.376098","cosmos-transients-v3_prism-clear_6585_64652.spec.fits","cosmos-transients-v3","0","","3","0.0447","0","star","-","0","55.17","0.61","5.28","","-1.7","","","","","","","FITS   zfit   spl","",""
"j100024.42p022239.02","1","150.103952","2.376398","cosmos-transients-v3_prism-clear_6585_64708.spec.fits","cosmos-transients-v3","0","","3","6.5321","6.5321","","-","0","1.29","0.61","5.28","1.7","26.1","","42.13","41.95","","","","FITS   zfit   spl","",""
"j100027.01p022235.50","1","150.112527","2.376537","cosmos-transients-v3_prism-clear_6585_64734.spec.fits","cosmos-transients-v3","0","","3","2.4742","2.4743","red","CSc18  z=2.474","1","34.87","0.61","5.28","","16.9","0.1","41.75","39.66","","","","FITS   zfit   spl","",""
"j100021.53p022232.34","1","150.088783","2.376958","cosmos-transients-v3_prism-clear_6585_64783.spec.fits","cosmos-transients-v3","0","","3","2.4635","2.4635","","-","0","3.49","0.61","5.28","","33.9","42.4","41.75","42.13","","","","FITS   zfit   spl","",""
"j100024.18p022238.52","1","150.100253","2.376897","cosmos-transients-v3_prism-clear_6585_64801.spec.fits","cosmos-transients-v3","0","","3","2.2818","2.2818","","-","0","5.05","0.61","5.28","","25.3","29.8","42.27","42.64","","","","FITS   zfit   spl","",""
"j100030.71p022232.98","1","150.128984","2.377141","cosmos-transients-v3_prism-clear_6585_64824.spec.fits","cosmos-transients-v3","0","","1","0.3972","0.3972","","-","0","0.27","0.61","5.28","","0.7","4.2","38.18","39.15","","","","FITS   zfit   spl","",""
"j100024.18p022238.52","1","150.100736","2.377372","cosmos-transients-v3_prism-clear_6585_64879.spec.fits","cosmos-transients-v3","0","","2","0.095","0.095","","-","0","4.33","0.61","5.28","","0.4","","37.37","","","","","FITS   zfit   spl","",""
"j100027.00p022235.54","1","150.110991","2.377721","cosmos-transients-v3_prism-clear_6585_64931.spec.fits","cosmos-transients-v3","0","","3","1.5221","1.5221","","-","0","1.38","0.61","5.28","","4","5.9","40.46","40.81","","","","FITS   zfit   spl","",""
"j100026.02p022244.16","1","150.108854","2.377882","cosmos-transients-v3_prism-clear_6585_64969.spec.fits","cosmos-transients-v3","0","","3","3.1769","3.1769","","-","0","1.35","0.61","5.28","","18.1","18.6","41.43","41.79","","","","FITS   zfit   spl","",""
"j100021.53p022232.34","1","150.089405","2.377944","cosmos-transients-v3_prism-clear_6585_64976.spec.fits","cosmos-transients-v3","0","","2","0.3834","0.3835","","-","0","0.82","0.61","5.28","","4.8","6.8","39.45","39.74","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.134115","2.377646","cosmos-transients-v3_prism-clear_6585_64991.spec.fits","cosmos-transients-v3","0","","3","3.7559","3.7559","","-","0","5.03","0.61","5.28","","33.7","39.9","41.87","42.27","","","","FITS   zfit   spl","",""
"j100025.86p022246.14","3","150.106932","2.377961","cosmos-transients-v3_prism-clear_6585_64993.spec.fits","cosmos-transients-v3","0","","3","4.5504","4.5504","balmer break","-","0","3.99","0.61","5.28","0.5","4.4","","40.82","41.08","","","","FITS   zfit   spl","",""
"j100022.07p022238.79","1","150.092078","2.378073","cosmos-transients-v3_prism-clear_6585_65004.spec.fits","cosmos-transients-v3","0","","1","0.0459","0.0459","","-","0","0.88","0.61","5.28","","-0.1","","","","","","","FITS   zfit   spl","",""
"j100022.74p022241.07","1","150.09438","2.378494","cosmos-transients-v3_prism-clear_6585_65090.spec.fits","cosmos-transients-v3","0","","1","0.1065","0.1065","","-","0","0.99","0.61","5.28","","0.3","","36.99","","","","","FITS   zfit   spl","",""
"j100022.07p022238.79","1","150.091085","2.378892","cosmos-transients-v3_prism-clear_6585_65152.spec.fits","cosmos-transients-v3","0","","3","4.4733","4.4733","","-","0","3.2","0.61","5.28","-0.3","40.8","","42.02","42.55","","","","FITS   zfit   spl","",""
"j100022.07p022238.79","1","150.091098","2.379228","cosmos-transients-v3_prism-clear_6585_65221.spec.fits","cosmos-transients-v3","0","","3","3.465","3.465","","-","0","2.39","0.61","5.28","","5.4","5.7","41.04","41.35","","","","FITS   zfit   spl","",""
"j100023.13p022238.52","1","150.097959","2.379524","cosmos-transients-v3_prism-clear_6585_65269.spec.fits","cosmos-transients-v3","0","","1","0.2622","0.2622","","-","0","-0.18","0.61","5.28","","0.8","2.5","38.12","38.94","","","","FITS   zfit   spl","",""
"j100030.31p022236.99","1","150.12725","2.379667","cosmos-transients-v3_prism-clear_6585_65314.spec.fits","cosmos-transients-v3","0","","3","3.7549","3.7549","","-","0","2.44","0.61","5.28","","10.5","17.8","41.47","42.03","","","","FITS   zfit   spl","",""
"j100033.26p022233.07","3","150.137314","2.379898","cosmos-transients-v3_prism-clear_6585_65355.spec.fits","cosmos-transients-v3","0","","3","2.7471","2.7471","","-","0","0.59","0.61","5.28","","12.4","18","41.2","41.71","","","","FITS   zfit   spl","",""
"j100034.29p022244.16","3","150.141516","2.379892","cosmos-transients-v3_prism-clear_6585_65382.spec.fits","cosmos-transients-v3","0","","3","3.7359","3.7359","","-","0","3.61","0.61","5.28","","14.3","17.2","41.29","41.69","","","","FITS   zfit   spl","",""
"j100022.74p022241.07","1","150.095715","2.380167","cosmos-transients-v3_prism-clear_6585_65405.spec.fits","cosmos-transients-v3","0","","3","1.4669","1.4669","","-","0","1.2","0.61","5.28","","19.9","25.5","41.33","41.6","","","","FITS   zfit   spl","",""
"j100024.68p022245.86","2","150.104007","2.380199","cosmos-transients-v3_prism-clear_6585_65411.spec.fits","cosmos-transients-v3","0","","3","3.1586","3.1586","","-","0","2.44","0.61","5.28","","23.6","27","41.72","42.12","","","","FITS   zfit   spl","",""
"j100030.31p022236.99","1","150.124588","2.379685","cosmos-transients-v3_prism-clear_6585_65420.spec.fits","cosmos-transients-v3","0","","3","1.1229","1.1229","","-","0","4.72","0.61","5.28","","19.4","25.2","40.98","41.25","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.132193","2.380441","cosmos-transients-v3_prism-clear_6585_65449.spec.fits","cosmos-transients-v3","0","","3","5.1989","5.1989","","-","0","1.5","0.61","5.28","2","21.4","","41.7","41.61","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.13127","2.380578","cosmos-transients-v3_prism-clear_6585_65476.spec.fits","cosmos-transients-v3","0","","3","2.8255","2.8255","","-","0","0.5","0.61","5.28","","5","3.7","40.59","40.74","","","","FITS   zfit   spl","",""
"j100022.74p022241.07","1","150.093964","2.380779","cosmos-transients-v3_prism-clear_6585_65507.spec.fits","cosmos-transients-v3","0","","3","1.2648","1.2648","","-","0","4.72","0.61","5.28","","3.6","3.5","40.14","40.22","","","","FITS   zfit   spl","",""
"j100023.24p022300.61","1","150.098527","2.381186","cosmos-transients-v3_prism-clear_6585_65583.spec.fits","cosmos-transients-v3","0","","3","1.497","1.497","","-","0","1.72","0.61","5.28","","4.3","2.3","40.6","40.47","","","","FITS   zfit   spl","",""
"j100024.66p022257.31","1","150.103421","2.381108","cosmos-transients-v3_prism-clear_6585_65627.spec.fits","cosmos-transients-v3","0","","3","1.0509","1.0509","","-","0","59.4","0.61","5.28","","20.6","11.5","41.74","41.49","","","","FITS   zfit   spl","",""
"j100025.73p022257.97","1","150.107922","2.38134","cosmos-transients-v3_prism-clear_6585_65657.spec.fits","cosmos-transients-v3","0","","3","3.6654","3.6654","","-","0","6.43","0.61","5.28","","41.4","35.5","41.93","42.1","","","","FITS   zfit   spl","",""
"j100034.29p022244.16","3","150.141317","2.381768","cosmos-transients-v3_prism-clear_6585_65699.spec.fits","cosmos-transients-v3","0","","3","4.3923","4.3923","","-","0","3.39","0.61","5.28","1.6","22.2","","41.43","41.83","","","","FITS   zfit   spl","",""
"j100025.73p022257.97","1","150.108961","2.382308","cosmos-transients-v3_prism-clear_6585_65801.spec.fits","cosmos-transients-v3","0","","3","1.0879","1.0879","","-","0","1.82","0.61","5.28","","3.1","2.7","40.32","40.38","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.134018","2.382339","cosmos-transients-v3_prism-clear_6585_65852.spec.fits","cosmos-transients-v3","0","","3","5.5593","5.5593","","-","0","0.98","0.61","5.28","-2.1","19.1","","41.82","42.21","","","","FITS   zfit   spl","",""
"j100024.66p022257.31","1","150.101985","2.383009","cosmos-transients-v3_prism-clear_6585_65912.spec.fits","cosmos-transients-v3","0","","3","0.7244","0.7244","","-","0","2.46","0.61","5.28","","4.3","3.8","39.81","39.85","","","","FITS   zfit   spl","",""
"j100023.24p022300.61","1","150.098458","2.383182","cosmos-transients-v3_prism-clear_6585_65989.spec.fits","cosmos-transients-v3","0","","3","3.6296","3.6296","","-","0","4.2","0.61","5.28","","47.1","55.4","42.26","42.68","","","","FITS   zfit   spl","",""
"j100024.66p022257.31","1","150.101872","2.383443","cosmos-transients-v3_prism-clear_6585_65992.spec.fits","cosmos-transients-v3","0","","1","0.2181","0.2181","","-","0","0.92","0.61","5.28","","2.2","","38.47","","","","","FITS   zfit   spl","",""
"j100030.05p022313.83","3","150.126374","2.383785","cosmos-transients-v3_prism-clear_6585_66042.spec.fits","cosmos-transients-v3","0","","3","8.8658","8.8658","","-","0","1.03","0.61","5.28","1","","","","42.83","","","","FITS   zfit   spl","",""
"j100024.68p022304.23","3","150.102832","2.384507","cosmos-transients-v3_prism-clear_6585_66184.spec.fits","cosmos-transients-v3","0","","3","2.4875","2.4875","red","-","0","48.08","0.61","5.28","","19","0.2","41.63","39.7","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.132087","2.38487","cosmos-transients-v3_prism-clear_6585_66215.spec.fits","cosmos-transients-v3","0","","3","3.8037","3.8037","","-","0","1.44","0.61","5.28","","9.8","13.4","41.24","41.66","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.134455","2.385068","cosmos-transients-v3_prism-clear_6585_66237.spec.fits","cosmos-transients-v3","0","","3","3.7687","3.7687","","-","0","1.15","0.61","5.28","","10.8","13.3","41.53","41.92","","","","FITS   zfit   spl","",""
"j100030.05p022313.83","3","150.121649","2.385119","cosmos-transients-v3_prism-clear_6585_66246.spec.fits","cosmos-transients-v3","0","","3","6.8843","6.8843","","-","0","1.28","0.61","5.28","-2.2","5.6","","41.93","42.32","","","","FITS   zfit   spl","",""
"j100034.29p022244.16","3","150.141034","2.385346","cosmos-transients-v3_prism-clear_6585_66271.spec.fits","cosmos-transients-v3","0","","3","5.3807","5.3807","","-","0","1.49","0.61","5.28","3.2","19.6","","41.66","41.97","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.137639","2.385511","cosmos-transients-v3_prism-clear_6585_66301.spec.fits","cosmos-transients-v3","0","","3","5.2294","5.2294","strong DLA;","-","0","1.7","0.61","5.28","-1.3","38","","41.94","42.26","","","","FITS   zfit   spl","",""
"j100025.44p022301.26","1","150.105275","2.385824","cosmos-transients-v3_prism-clear_6585_66358.spec.fits","cosmos-transients-v3","0","","3","4.4771","4.4771","","-","0","1.15","0.61","5.28","0.1","22.3","","41.92","42.34","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.132972","2.38602","cosmos-transients-v3_prism-clear_6585_66392.spec.fits","cosmos-transients-v3","0","","3","3.7516","3.7516","","-","0","1.65","0.61","5.28","","10.6","10.9","41.13","41.46","","","","FITS   zfit   spl","",""
"j100025.97p022307.70","1","150.106342","2.386746","cosmos-transients-v3_prism-clear_6585_66507.spec.fits","cosmos-transients-v3","0","","3","2.2808","2.2808","","-","0","1.07","0.61","5.28","","2.9","5.6","40.65","41.18","","","","FITS   zfit   spl","",""
"j100030.05p022313.83","3","150.130804","2.386951","cosmos-transients-v3_prism-clear_6585_66539.spec.fits","cosmos-transients-v3","0","","3","2.9704","2.9704","","-","0","1.21","0.61","5.28","","9.5","8.9","41.24","41.52","","","","FITS   zfit   spl","",""
"j100030.05p022313.83","3","150.125325","2.387881","cosmos-transients-v3_prism-clear_6585_66680.spec.fits","cosmos-transients-v3","0","","2","0.283","0.283","","-","0","3.64","0.61","5.28","","2.5","2.6","38.75","38.98","","","","FITS   zfit   spl","",""
"j100030.05p022313.83","3","150.123021","2.388965","cosmos-transients-v3_prism-clear_6585_66891.spec.fits","cosmos-transients-v3","0","","2","0.6947","0.6946","","-","0","12.66","0.61","5.28","","3.7","1.9","40.42","40.15","","","","FITS   zfit   spl","",""
"j100031.63p022343.73","3","150.133553","2.389335","cosmos-transients-v3_prism-clear_6585_66906.spec.fits","cosmos-transients-v3","0","","3","5.7509","5.7509","","-","0","0.45","0.61","5.28","-0.7","2.7","","41.11","41.54","","","","FITS   zfit   spl","",""
"j100034.29p022244.16","3","150.143913","2.389315","cosmos-transients-v3_prism-clear_6585_66910.spec.fits","cosmos-transients-v3","0","","3","4.3961","4.3961","","-","0","2.76","0.61","5.28","-2.2","4.1","","40.69","40.88","","","","FITS   zfit   spl","",""
"j100028.56p022328.69","1","150.120246","2.389441","cosmos-transients-v3_prism-clear_6585_66936.spec.fits","cosmos-transients-v3","0","","1","0.1962","0.1962","","-","0","1.69","0.61","5.28","","2.1","","38.37","","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.140505","2.38971","cosmos-transients-v3_prism-clear_6585_66963.spec.fits","cosmos-transients-v3","0","","1","0.1598","0.1598","","-","0","0.81","0.61","5.28","","2.9","","38.58","","","","","FITS   zfit   spl","",""
"j100030.20p022322.97","3","150.125824","2.389711","cosmos-transients-v3_prism-clear_6585_66964.spec.fits","cosmos-transients-v3","0","","3","7.0348","7.0348","strong LAE","DKo24  z=N/A","1","2.43","0.61","5.28","6","11.9","","42.45","42.29","","","","FITS   zfit   spl","",""
"j100031.63p022343.73","3","150.133778","2.391236","cosmos-transients-v3_prism-clear_6585_67212.spec.fits","cosmos-transients-v3","0","","3","4.5454","4.5454","","-","0","0.65","0.61","5.28","-1","11.9","","41.29","41.68","","","","FITS   zfit   spl","",""
"j100028.56p022328.69","1","150.118948","2.390211","cosmos-transients-v3_prism-clear_6585_67392.spec.fits","cosmos-transients-v3","0","","1","0.349","0.349","","-","0","1.84","0.61","5.28","","0.7","0.9","38.65","38.86","","","","FITS   zfit   spl","",""
"j100029.33p022330.13","1","150.122253","2.39229","cosmos-transients-v3_prism-clear_6585_67395.spec.fits","cosmos-transients-v3","0","","1","0.0447","0.0447","","-","0","1.57","0.61","5.28","","0.9","","36.58","","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.139346","2.393023","cosmos-transients-v3_prism-clear_6585_67489.spec.fits","cosmos-transients-v3","0","","1","0.4317","0.4317","","-","0","1.07","0.61","5.28","","0.1","-0.6","37.82","","","","","FITS   zfit   spl","",""
"j100030.39p022334.97","3","150.126624","2.39305","cosmos-transients-v3_prism-clear_6585_67506.spec.fits","cosmos-transients-v3","0","","3","5.868","5.868","very bright, FUV turnover","-","0","6.25","0.61","5.28","-3.5","58.4","","42.61","43.07","","","","FITS   zfit   spl","",""
"j100030.39p022334.97","3","150.12443","2.393165","cosmos-transients-v3_prism-clear_6585_67514.spec.fits","cosmos-transients-v3","0","","3","2.688","2.688","","-","0","2.61","0.61","5.28","","4.6","4.9","40.72","41.05","","","","FITS   zfit   spl","",""
"j100030.39p022334.97","3","150.125752","2.393448","cosmos-transients-v3_prism-clear_6585_67553.spec.fits","cosmos-transients-v3","0","","1","1.7017","1.7017","","-","0","0.51","0.61","5.28","","1","2.6","39.84","40.4","","","","FITS   zfit   spl","",""
"j100031.63p022343.73","3","150.131541","2.3936","cosmos-transients-v3_prism-clear_6585_67584.spec.fits","cosmos-transients-v3","0","","3","0.8987","0.8987","","-","0","5.6","0.61","5.28","","6.2","9.6","40.3","40.6","","","","FITS   zfit   spl","",""
"j100030.39p022334.97","3","150.12695","2.394101","cosmos-transients-v3_prism-clear_6585_67655.spec.fits","cosmos-transients-v3","0","","1","0.096","0.096","","-","0","1.08","0.61","5.28","","0.5","","37.02","","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.13558","2.394859","cosmos-transients-v3_prism-clear_6585_67794.spec.fits","cosmos-transients-v3","0","","1","0.7185","0.7185","","-","0","0.86","0.61","5.28","","-0.5","-1.3","","","","","","FITS   zfit   spl","",""
"j100030.80p022342.78","3","150.128315","2.395208","cosmos-transients-v3_prism-clear_6585_67878.spec.fits","cosmos-transients-v3","0","","3","1.9308","1.9308","","-","0","14.83","0.61","5.28","","8.2","4","41.14","40.99","","","","FITS   zfit   spl","",""
"j100031.63p022343.73","3","150.130028","2.395994","cosmos-transients-v3_prism-clear_6585_68019.spec.fits","cosmos-transients-v3","0","","3","4.3875","4.3875","","-","0","0.27","0.61","5.28","1","3.4","","40.95","41.5","","","","FITS   zfit   spl","",""
"j100031.63p022343.73","3","150.130209","2.396183","cosmos-transients-v3_prism-clear_6585_68060.spec.fits","cosmos-transients-v3","0","","2","3.3491","3.3491","","-","0","1.45","0.61","5.28","","0.8","-1","40.43","","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.136355","2.396571","cosmos-transients-v3_prism-clear_6585_68118.spec.fits","cosmos-transients-v3","0","","3","5.2356","5.2356","","-","0","2.01","0.61","5.28","-1.7","11.9","","41.79","42.11","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.132535","2.398158","cosmos-transients-v3_prism-clear_6585_68411.spec.fits","cosmos-transients-v3","0","","1","6.8505","6.8505","","-","0","0.29","0.61","5.28","-1.8","1.4","","41.21","41.43","","","","FITS   zfit   spl","",""
"j100034.26p022202.57","3","150.144483","2.366877","cosmos-transients-v3_prism-clear_6585_6.spec.fits","cosmos-transients-v3","0","","3","1.4317","1.4317","","-","0","9.33","0.61","5.28","","","","","","","","","FITS   zfit   spl","",""
"j100030.68p022027.79","1","150.127832","2.340334","cosmos-transients-v3_prism-clear_6585_79689.spec.fits","cosmos-transients-v3","0","","1","8.3772","8.3772","","-","0","0.02","0.61","5.28","-0.3","","","","41.43","","","","FITS   zfit   spl","",""
"j100032.25p022023.15","1","150.147053","2.341002","cosmos-transients-v3_prism-clear_6585_79813.spec.fits","cosmos-transients-v3","0","","1","1.4905","1.4905","","-","0","0.07","0.61","5.28","","3.3","0.9","40.45","39.98","","","","FITS   zfit   spl","",""
"j100032.25p022023.15","1","150.1462","2.341757","cosmos-transients-v3_prism-clear_6585_79970.spec.fits","cosmos-transients-v3","0","","2","3.0991","3.0991","","-","0","-0.08","0.61","5.28","","2","3.7","40.38","40.97","","","","FITS   zfit   spl","",""
"j100032.25p022023.15","1","150.148766","2.341918","cosmos-transients-v3_prism-clear_6585_80004.spec.fits","cosmos-transients-v3","0","","1","2.7727","2.7727","","-","0","0.11","0.61","5.28","","3.5","0.8","40.54","40.2","","","","FITS   zfit   spl","",""
"j100032.25p022023.15","1","150.152602","2.341993","cosmos-transients-v3_prism-clear_6585_80022.spec.fits","cosmos-transients-v3","0","","1","0.3771","0.3771","","-","0","0.57","0.61","5.28","","-0.4","1.6","","38.99","","","","FITS   zfit   spl","",""
"j100034.64p022131.46","3","150.159728","2.346776","cosmos-transients-v3_prism-clear_6585_81000.spec.fits","cosmos-transients-v3","0","","3","3.1924","3.1924","","-","0","0.33","0.61","5.28","","10.7","4.5","41.41","41.33","","","","FITS   zfit   spl","",""
"j100034.64p022131.46","3","150.151129","2.346893","cosmos-transients-v3_prism-clear_6585_81028.spec.fits","cosmos-transients-v3","0","","1","0.7591","0.7591","","-","0","-0.35","0.61","5.28","","1.6","1.3","39.24","39.29","","","","FITS   zfit   spl","",""
"j100028.01p022058.33","1","150.11498","2.349572","cosmos-transients-v3_prism-clear_6585_81652.spec.fits","cosmos-transients-v3","0","","1","5.2263","5.2263","","-","0","0.03","0.61","5.28","1.1","2.5","","40.8","","","","","FITS   zfit   spl","",""
"j100028.01p022058.33","1","150.117313","2.350412","cosmos-transients-v3_prism-clear_6585_81832.spec.fits","cosmos-transients-v3","0","","1","4.0142","4.0142","","-","0","0.36","0.61","5.28","","0.7","","41.01","","","","","FITS   zfit   spl","",""
"j100025.45p022054.19","1","150.108468","2.35069","cosmos-transients-v3_prism-clear_6585_81889.spec.fits","cosmos-transients-v3","0","","2","3.4366","3.4365","","-","0","0.26","0.61","5.28","","4.8","0.1","40.85","39.58","","","","FITS   zfit   spl","",""
"j100032.48p022108.85","1","150.136652","2.351281","cosmos-transients-v3_prism-clear_6585_82010.spec.fits","cosmos-transients-v3","0","","3","5.3216","5.3216","","-","0","0.23","0.61","5.28","1","11.7","","41.6","41.83","","","","FITS   zfit   spl","",""
"j100034.64p022131.46","3","150.155806","2.352767","cosmos-transients-v3_prism-clear_6585_82310.spec.fits","cosmos-transients-v3","0","","2","2.321","2.321","","-","0","0.12","0.61","5.28","","2.9","5.1","40.54","40.95","","","","FITS   zfit   spl","",""
"j100029.24p022113.42","1","150.122511","2.353043","cosmos-transients-v3_prism-clear_6585_82386.spec.fits","cosmos-transients-v3","0","","1","8.4411","8.4412","","-","0","-0.29","0.61","5.28","","","","","41.2","","","","FITS   zfit   spl","",""
"j100034.64p022131.46","3","150.152906","2.361579","cosmos-transients-v3_prism-clear_6585_83899.spec.fits","cosmos-transients-v3","0","","1","1.8004","1.8004","","-","0","0.24","0.61","5.28","","0.1","2.4","38.76","40.23","","","","FITS   zfit   spl","",""
"j100024.87p022148.19","3","150.103317","2.363011","cosmos-transients-v3_prism-clear_6585_84175.spec.fits","cosmos-transients-v3","0","","1","5.0423","5.0423","","-","0","-0.12","0.61","5.28","2.2","1.5","","40.67","41.11","","","","FITS   zfit   spl","",""
"j100025.81p022155.50","1","150.106608","2.364283","cosmos-transients-v3_prism-clear_6585_84443.spec.fits","cosmos-transients-v3","0","","1","5.5488","5.5488","","-","0","-0.18","0.61","5.28","-0.4","2.1","","40.59","40.45","","","","FITS   zfit   spl","",""
"j100034.26p022202.57","3","150.144883","2.366987","cosmos-transients-v3_prism-clear_6585_84967.spec.fits","cosmos-transients-v3","0","","1","1.4162","1.4162","","-","0","-0.18","0.61","5.28","","","0","","40.14","","","","FITS   zfit   spl","",""
"j100022.75p022224.58","1","150.099599","2.372536","cosmos-transients-v3_prism-clear_6585_86117.spec.fits","cosmos-transients-v3","0","","1","0.8974","0.8974","","-","0","0.19","0.61","5.28","","1.1","0.2","39.73","39.06","","","","FITS   zfit   spl","",""
"j100026.68p022223.87","1","150.109626","2.374282","cosmos-transients-v3_prism-clear_6585_86534.spec.fits","cosmos-transients-v3","0","","1","6.1633","6.1634","","-","0","0.32","0.61","5.28","1.7","3.9","","41.29","40.93","","","","FITS   zfit   spl","",""
