"ra","dec","file","root","grade","zfit","z","comment","References","nRef","grating","filter","sn50","wmin","wmax","Lya","Ha","OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"53.156234","-27.800742","gds-deep-lr-v1_prism-clear_1210_9320.spec.fits","gds-deep-lr-v1","3","5.0566","5.0566","","ABu23  z=5.060","1","PRISM","CLEAR","0.78","0.6","5.29","0.5","10.9","9.9","","","","FITS   zfit   spl","",""
"53.154947","-27.76418","gds-deep-lr-v1_prism-clear_1210_9382.spec.fits","gds-deep-lr-v1","1","0.2032","0.2032","","ABu23  z=N/A","1","PRISM","CLEAR","2.94","0.6","5.29","","-0.5","","","","","FITS   zfit   spl","",""
"53.17655","-27.771106","gds-deep-lr-v1_prism-clear_1210_9414.spec.fits","gds-deep-lr-v1","3","5.8928","5.8928","; Strong LAE","ABu23  z=5.889","1","PRISM","CLEAR","2.64","0.6","5.29","12","31","45.5","","","","FITS   zfit   spl","",""
"53.17583","-27.774468","gds-deep-lr-v1_prism-clear_1210_9423.spec.fits","gds-deep-lr-v1","3","6.3351","6.3351","","ABu23  z=6.335","1","PRISM","CLEAR","4.86","0.6","5.29","-1","24.3","35.1","","","","FITS   zfit   spl","",""
"53.150035","-27.8025","gds-deep-lr-v1_prism-clear_1210_9451.spec.fits","gds-deep-lr-v1","3","4.2393","4.2393","","ABu23  z=4.229","1","PRISM","CLEAR","9.35","0.6","5.29","-7.4","51.7","51.6","","","","FITS   zfit   spl","",""
"53.168717","-27.815174","gds-deep-lr-v1_prism-clear_1210_9489.spec.fits","gds-deep-lr-v1","3","4.0232","4.0232","","ABu23  z=4.023","1","PRISM","CLEAR","17.6","0.6","5.29","-1.6","57.4","45.8","","","","FITS   zfit   spl","",""
"53.147717","-27.815535","gds-deep-lr-v1_prism-clear_1210_9491.spec.fits","gds-deep-lr-v1","1","0.6598","0.6598","","ABu23  z=N/A","1","PRISM","CLEAR","4.44","0.6","5.29","","1.3","-0.6","","","","FITS   zfit   spl","",""
"53.153014","-27.806068","gds-deep-lr-v1_prism-clear_1210_9506.spec.fits","gds-deep-lr-v1","3","3.601","3.601","","ABu23  z=3.599","1","PRISM","CLEAR","19.7","0.6","5.29","","48.6","57.5","","","","FITS   zfit   spl","",""
"53.132843","-27.801854","gds-deep-lr-v1_prism-clear_1210_9515.spec.fits","gds-deep-lr-v1","3","4.6614","4.6614","","ABu23  z=4.649","1","PRISM","CLEAR","18.01","0.6","5.29","7.1","55.7","56.7","","","","FITS   zfit   spl","",""
"53.152315","-27.779322","gds-deep-lr-v1_prism-clear_1210_9587.spec.fits","gds-deep-lr-v1","3","3.2494","3.2494","","ABu23  z=3.252","1","PRISM","CLEAR","5.57","0.6","5.29","","6.6","7.7","","","","FITS   zfit   spl","",""
"53.171539","-27.77387","gds-deep-lr-v1_prism-clear_1210_9609.spec.fits","gds-deep-lr-v1","1","0.0999","0.0998","","ABu23  z=N/A","1","PRISM","CLEAR","2.44","0.6","5.29","","0.6","","","","","FITS   zfit   spl","",""
"53.155063","-27.808138","gds-deep-lr-v1_prism-clear_1210_966.spec.fits","gds-deep-lr-v1","2","1.1669","1.1669","","ABu23  z=N/A","1","PRISM","CLEAR","9.17","0.6","5.29","","0.9","1","","","","FITS   zfit   spl","",""
"53.162381","-27.803325","gds-deep-lr-v1_prism-clear_1210_9693.spec.fits","gds-deep-lr-v1","3","6.2942","6.2942","","ABu23  z=6.286","1","PRISM","CLEAR","0.37","0.6","5.29","0.5","7.4","16.3","","","","FITS   zfit   spl","",""
"53.129737","-27.802731","gds-deep-lr-v1_prism-clear_1210_9694.spec.fits","gds-deep-lr-v1","3","3.5872","3.5872","","ABu23  z=3.578","1","PRISM","CLEAR","19.17","0.6","5.29","","38.2","39.9","","","","FITS   zfit   spl","",""
"53.162677","-27.802369","gds-deep-lr-v1_prism-clear_1210_9695.spec.fits","gds-deep-lr-v1","3","4.8135","4.8135","","ABu23  z=4.806","1","PRISM","CLEAR","9.69","0.6","5.29","-14.5","50.2","58.8","","","","FITS   zfit   spl","",""
"53.154087","-27.766062","gds-deep-lr-v1_prism-clear_1210_9842.spec.fits","gds-deep-lr-v1","3","5.8051","5.8051","","ABu23  z=5.798","1","PRISM","CLEAR","10.13","0.6","5.29","-4.7","50.7","59.9","","","","FITS   zfit   spl","",""
"53.161363","-27.778029","gds-deep-lr-v1_prism-clear_1210_9848.spec.fits","gds-deep-lr-v1","1","0.7557","0.7557","","ABu23  z=N/A","1","PRISM","CLEAR","3.3","0.6","5.29","","-0.6","-0.6","","","","FITS   zfit   spl","",""
"53.170225","-27.777393","gds-deep-lr-v1_prism-clear_1210_9849.spec.fits","gds-deep-lr-v1","3","4.7098","4.7098","","ABu23  z=4.702","1","PRISM","CLEAR","6.34","0.6","5.29","0.8","22.1","23.3","","","","FITS   zfit   spl","",""
"53.16743","-27.775468","gds-deep-lr-v1_prism-clear_1210_9858.spec.fits","gds-deep-lr-v1","3","4.1411","4.1411","","ABu23  z=4.134","1","PRISM","CLEAR","8.07","0.6","5.29","4.7","30.2","30.9","","","","FITS   zfit   spl","",""
"53.156129","-27.775854","gds-deep-lr-v1_prism-clear_1210_9867.spec.fits","gds-deep-lr-v1","3","6.1056","6.1056","","ABu23  z=6.102","1","PRISM","CLEAR","9.09","0.6","5.29","-5.1","32.5","42.6","","","","FITS   zfit   spl","",""
"53.166089","-27.771255","gds-deep-lr-v1_prism-clear_1210_9873.spec.fits","gds-deep-lr-v1","3","3.6093","3.6093","","ABu23  z=3.605","1","PRISM","CLEAR","20.34","0.6","5.29","","50.4","56.3","","","","FITS   zfit   spl","",""
"53.160634","-27.771604","gds-deep-lr-v1_prism-clear_1210_9880.spec.fits","gds-deep-lr-v1","3","5.9802","5.9802","","ABu23  z=5.974","1","PRISM","CLEAR","4.22","0.6","5.29","8","41.7","51.4","","","","FITS   zfit   spl","",""
"53.167185","-27.774606","gds-deep-lr-v1_prism-clear_1210_9891.spec.fits","gds-deep-lr-v1","3","4.7833","4.7833","","ABu23  z=4.775","1","PRISM","CLEAR","8.61","0.6","5.29","-5","51.1","51.9","","","","FITS   zfit   spl","",""
"53.157222","-27.823858","gds-deep-lr-v1_prism-clear_1210_98.spec.fits","gds-deep-lr-v1","2","2.8996","2.8996","","ABu23  z=2.903","1","PRISM","CLEAR","1.25","0.6","5.29","","5.7","8.3","","","","FITS   zfit   spl","",""
"53.169055","-27.778838","gds-deep-lr-v1_prism-clear_1210_9903.spec.fits","gds-deep-lr-v1","3","6.6322","6.6322","","ABu23  z=6.631","1","PRISM","CLEAR","4.35","0.6","5.29","5.8","38","48.8","","","","FITS   zfit   spl","",""
"53.108125","-27.795589","gds-deep-lr-v1_prism-clear_b104.spec.fits","gds-deep-lr-v1","1","0.3782","0.3782","","-","0","PRISM","CLEAR","-0.34","0.6","5.29","","4.4","2.7","","","","FITS   zfit   spl","",""
"53.128847","-27.79879","gds-deep-lr-v1_prism-clear_b105.spec.fits","gds-deep-lr-v1","2","0.0447","0.0447","","-","0","PRISM","CLEAR","0.56","0.6","5.29","","-2.5","","","","","FITS   zfit   spl","",""
"53.124901","-27.79842","gds-deep-lr-v1_prism-clear_b106.spec.fits","gds-deep-lr-v1","1","1.4573","1.4573","","-","0","PRISM","CLEAR","0.35","0.6","5.29","","1.4","5.1","","","","FITS   zfit   spl","",""
"53.151554","-27.803354","gds-deep-lr-v1_prism-clear_b113.spec.fits","gds-deep-lr-v1","3","4.8479","4.8479","","-","0","PRISM","CLEAR","5.88","0.6","5.29","-0.7","12.4","10.2","","","","FITS   zfit   spl","",""
"53.116773","-27.758514","gds-deep-lr-v1_prism-clear_b118.spec.fits","gds-deep-lr-v1","1","7.0211","7.0211","","-","0","PRISM","CLEAR","-0.21","0.6","5.29","-0.5","3.5","4.8","","","","FITS   zfit   spl","",""
"53.134122","-27.761087","gds-deep-lr-v1_prism-clear_b119.spec.fits","gds-deep-lr-v1","1","0.3641","0.3641","","-","0","PRISM","CLEAR","1.17","0.6","5.29","","0.9","2.3","","","","FITS   zfit   spl","",""
"53.1673","-27.807482","gds-deep-lr-v1_prism-clear_b120.spec.fits","gds-deep-lr-v1","3","9.6886","9.6886","","-","0","PRISM","CLEAR","2.68","0.6","5.29","-0.4","","","","","","FITS   zfit   spl","",""
"53.124176","-27.759807","gds-deep-lr-v1_prism-clear_b121.spec.fits","gds-deep-lr-v1","1","2.3541","2.3541","","-","0","PRISM","CLEAR","0.35","0.6","5.29","","3.2","0.1","","","","FITS   zfit   spl","",""
"53.138959","-27.762083","gds-deep-lr-v1_prism-clear_b124.spec.fits","gds-deep-lr-v1","1","0.1868","0.1868","","-","0","PRISM","CLEAR","0.24","0.6","5.29","","5","","","","","FITS   zfit   spl","",""
"53.133384","-27.761433","gds-deep-lr-v1_prism-clear_b125.spec.fits","gds-deep-lr-v1","1","3.0107","3.0107","","-","0","PRISM","CLEAR","0.56","0.6","5.29","","3.8","1.7","","","","FITS   zfit   spl","",""
"53.127509","-27.759838","gds-deep-lr-v1_prism-clear_b127.spec.fits","gds-deep-lr-v1","1","0.1418","0.1418","","-","0","PRISM","CLEAR","0.35","0.6","5.29","","3","","","","","FITS   zfit   spl","",""
"53.131123","-27.761861","gds-deep-lr-v1_prism-clear_b128.spec.fits","gds-deep-lr-v1","1","4.5911","4.5911","","-","0","PRISM","CLEAR","-0.28","0.6","5.29","1.4","2.7","1.5","","","","FITS   zfit   spl","",""
"53.121635","-27.760869","gds-deep-lr-v1_prism-clear_b130.spec.fits","gds-deep-lr-v1","1","2.7969","2.7969","","-","0","PRISM","CLEAR","0.71","0.6","5.29","","3.5","2.3","","","","FITS   zfit   spl","",""
"53.117033","-27.76058","gds-deep-lr-v1_prism-clear_b133.spec.fits","gds-deep-lr-v1","1","0.3839","0.3839","","-","0","PRISM","CLEAR","0.33","0.6","5.29","","2.1","5.5","","","","FITS   zfit   spl","",""
"53.120372","-27.761363","gds-deep-lr-v1_prism-clear_b136.spec.fits","gds-deep-lr-v1","1","4.3381","4.3381","","-","0","PRISM","CLEAR","-0.09","0.6","5.29","0","2.5","1.4","","","","FITS   zfit   spl","",""
"53.115034","-27.759768","gds-deep-lr-v1_prism-clear_b137.spec.fits","gds-deep-lr-v1","1","1.2506","1.2506","","-","0","PRISM","CLEAR","0.09","0.6","5.29","","-0.9","2.6","","","","FITS   zfit   spl","",""
"53.114791","-27.761006","gds-deep-lr-v1_prism-clear_b139.spec.fits","gds-deep-lr-v1","1","5.9163","5.9163","","-","0","PRISM","CLEAR","0.31","0.6","5.29","-1","3.6","3.9","","","","FITS   zfit   spl","",""
"53.136841","-27.76517","gds-deep-lr-v1_prism-clear_b141.spec.fits","gds-deep-lr-v1","1","0.8117","0.8117","","-","0","PRISM","CLEAR","0.67","0.6","5.29","","3.3","0.1","","","","FITS   zfit   spl","",""
"53.127665","-27.764146","gds-deep-lr-v1_prism-clear_b142.spec.fits","gds-deep-lr-v1","1","5.3992","5.3992","","-","0","PRISM","CLEAR","-0.11","0.6","5.29","-0.3","5.6","2.1","","","","FITS   zfit   spl","",""
"53.137029","-27.76422","gds-deep-lr-v1_prism-clear_b144.spec.fits","gds-deep-lr-v1","1","0.0447","0.0447","","-","0","PRISM","CLEAR","0.9","0.6","5.29","","1.9","","","","","FITS   zfit   spl","",""
"53.129195","-27.763166","gds-deep-lr-v1_prism-clear_b146.spec.fits","gds-deep-lr-v1","1","1.3156","1.3156","","-","0","PRISM","CLEAR","0.35","0.6","5.29","","1.4","3","","","","FITS   zfit   spl","",""
"53.138711","-27.767624","gds-deep-lr-v1_prism-clear_b148.spec.fits","gds-deep-lr-v1","1","7.9511","7.9511","","-","0","PRISM","CLEAR","0.1","0.6","5.29","-1.5","","4.2","","","","FITS   zfit   spl","",""
"53.132723","-27.764804","gds-deep-lr-v1_prism-clear_b151.spec.fits","gds-deep-lr-v1","1","8.2486","8.2486","","-","0","PRISM","CLEAR","0.11","0.6","5.29","-0.2","","4.4","","","","FITS   zfit   spl","",""
"53.14269","-27.817281","gds-deep-lr-v1_prism-clear_b153.spec.fits","gds-deep-lr-v1","1","6.9501","6.9501","","-","0","PRISM","CLEAR","-0.21","0.6","5.29","0.1","3.7","3.7","","","","FITS   zfit   spl","",""
"53.11913","-27.81402","gds-deep-lr-v1_prism-clear_b154.spec.fits","gds-deep-lr-v1","3","3.5914","3.5914","red","ABu23  z=3.592","1","PRISM","CLEAR","33.86","0.6","5.29","","29.8","4.6","","","","FITS   zfit   spl","",""
"53.133429","-27.768893","gds-deep-lr-v1_prism-clear_b156.spec.fits","gds-deep-lr-v1","3","1.83","1.83","","ABu23  z=1.806","1","PRISM","CLEAR","4.23","0.6","5.29","","3.2","7.9","","","","FITS   zfit   spl","",""
"53.127589","-27.81623","gds-deep-lr-v1_prism-clear_b158.spec.fits","gds-deep-lr-v1","1","5.6811","5.6811","","-","0","PRISM","CLEAR","-0.38","0.6","5.29","1.5","16.6","1.9","","","","FITS   zfit   spl","",""
"53.145063","-27.819998","gds-deep-lr-v1_prism-clear_b166.spec.fits","gds-deep-lr-v1","2","2.0288","2.0288",";","ABu23  z=1.904","1","PRISM","CLEAR","2.82","0.6","5.29","","2.1","16.1","","","","FITS   zfit   spl","",""
"53.13343","-27.768895","gds-deep-lr-v1_prism-clear_b168.spec.fits","gds-deep-lr-v1","3","1.8077","1.8077",";","ABu23  z=1.806","1","PRISM","CLEAR","4.2","0.6","5.29","","4.5","8.1","","","","FITS   zfit   spl","",""
"53.115718","-27.817111","gds-deep-lr-v1_prism-clear_b177.spec.fits","gds-deep-lr-v1","1","9.4122","9.4122","","-","0","PRISM","CLEAR","0.34","0.6","5.29","-2.6","","3.1","","","","FITS   zfit   spl","",""
"53.164867","-27.825208","gds-deep-lr-v1_prism-clear_b181.spec.fits","gds-deep-lr-v1","1","1.5599","1.5599","","-","0","PRISM","CLEAR","1.72","0.6","5.29","","1","2.2","","","","FITS   zfit   spl","",""
"53.149918","-27.777487","gds-deep-lr-v1_prism-clear_b182.spec.fits","gds-deep-lr-v1","1","0.226","0.226","","-","0","PRISM","CLEAR","0.6","0.6","5.29","","1.5","1.6","","","","FITS   zfit   spl","",""
"53.113988","-27.817447","gds-deep-lr-v1_prism-clear_b184.spec.fits","gds-deep-lr-v1","1","0.0447","0.0447","","-","0","PRISM","CLEAR","-0.05","0.6","5.29","","0.5","","","","","FITS   zfit   spl","",""
"53.135869","-27.77617","gds-deep-lr-v1_prism-clear_b186.spec.fits","gds-deep-lr-v1","1","4.5112","4.5112","","-","0","PRISM","CLEAR","-0.1","0.6","5.29","-1.6","4.4","0.1","","","","FITS   zfit   spl","",""
"53.151249","-27.779341","gds-deep-lr-v1_prism-clear_b189.spec.fits","gds-deep-lr-v1","1","5.6697","5.6697","","-","0","PRISM","CLEAR","0.11","0.6","5.29","0.9","3.4","4.9","","","","FITS   zfit   spl","",""
"53.127683","-27.776927","gds-deep-lr-v1_prism-clear_b191.spec.fits","gds-deep-lr-v1","1","0.8926","0.8927","","ABu23  z=5.043","1","PRISM","CLEAR","1.89","0.6","5.29","","0.9","1.8","","","","FITS   zfit   spl","",""
"53.13584","-27.776319","gds-deep-lr-v1_prism-clear_b192.spec.fits","gds-deep-lr-v1","1","5.8963","5.8963","","-","0","PRISM","CLEAR","-0.42","0.6","5.29","-0.1","3.3","3","","","","FITS   zfit   spl","",""
"53.149661","-27.77881","gds-deep-lr-v1_prism-clear_b193.spec.fits","gds-deep-lr-v1","1","0.0506","0.0506","","-","0","PRISM","CLEAR","0.34","0.6","5.29","","4.5","","","","","FITS   zfit   spl","",""
"53.11452","-27.776942","gds-deep-lr-v1_prism-clear_b195.spec.fits","gds-deep-lr-v1","1","1.1399","1.1399","","-","0","PRISM","CLEAR","0.2","0.6","5.29","","2.2","5.1","","","","FITS   zfit   spl","",""
"53.127683","-27.77693","gds-deep-lr-v1_prism-clear_b200.spec.fits","gds-deep-lr-v1","1","0.8535","0.8535","","ABu23  z=5.043","1","PRISM","CLEAR","1.98","0.6","5.29","","2.8","1.6","","","","FITS   zfit   spl","",""
"53.162212","-27.800949","gds-deep-lr-v1_prism-clear_b206.spec.fits","gds-deep-lr-v1","1","6.3403","6.3403","","-","0","PRISM","CLEAR","-0.24","0.6","5.29","0","4.8","1.2","","","","FITS   zfit   spl","",""
"53.166335","-27.799902","gds-deep-lr-v1_prism-clear_b208.spec.fits","gds-deep-lr-v1","1","5.5882","5.5882","","-","0","PRISM","CLEAR","-0.29","0.6","5.29","-1.7","0.4","3.8","","","","FITS   zfit   spl","",""
"53.120311","-27.761656","gds-deep-lr-v1_prism-clear_b20.spec.fits","gds-deep-lr-v1","1","7.9207","7.9207","","-","0","PRISM","CLEAR","-0.08","0.6","5.29","0.8","","7.8","","","","FITS   zfit   spl","",""
"53.162044","-27.801834","gds-deep-lr-v1_prism-clear_b218.spec.fits","gds-deep-lr-v1","1","6.927","6.927","","-","0","PRISM","CLEAR","-0.41","0.6","5.29","-1","3.3","1.6","","","","FITS   zfit   spl","",""
"53.113271","-27.795612","gds-deep-lr-v1_prism-clear_b219.spec.fits","gds-deep-lr-v1","3","2.6242","2.6242","","ABu23  z=2.634","1","PRISM","CLEAR","2.91","0.6","5.29","","38.5","42.2","","","","FITS   zfit   spl","",""
"53.169769","-27.803452","gds-deep-lr-v1_prism-clear_b221.spec.fits","gds-deep-lr-v1","3","3.4478","3.4478","","-","0","PRISM","CLEAR","5.53","0.6","5.29","","23.4","25.6","","","","FITS   zfit   spl","",""
"53.110337","-27.795325","gds-deep-lr-v1_prism-clear_b227.spec.fits","gds-deep-lr-v1","1","5.6258","5.6258","","-","0","PRISM","CLEAR","0.06","0.6","5.29","1.5","12.9","-1.6","","","","FITS   zfit   spl","",""
"53.108696","-27.795228","gds-deep-lr-v1_prism-clear_b229.spec.fits","gds-deep-lr-v1","1","0.5468","0.5468","","-","0","PRISM","CLEAR","-0.15","0.6","5.29","","0.8","6.8","","","","FITS   zfit   spl","",""
"53.160854","-27.804532","gds-deep-lr-v1_prism-clear_b230.spec.fits","gds-deep-lr-v1","3","4.4902","4.4902","","ABu23  z=4.490","1","PRISM","CLEAR","3.2","0.6","5.29","6.6","13.5","19.6","","","","FITS   zfit   spl","",""
"53.118789","-27.798099","gds-deep-lr-v1_prism-clear_b237.spec.fits","gds-deep-lr-v1","2","5.1348","5.1348","","-","0","PRISM","CLEAR","0.41","0.6","5.29","-0.1","9","2.3","","","","FITS   zfit   spl","",""
"53.151555","-27.803355","gds-deep-lr-v1_prism-clear_b238.spec.fits","gds-deep-lr-v1","1","2.6602","2.6602","","-","0","PRISM","CLEAR","5.42","0.6","5.29","","5.1","2.3","","","","FITS   zfit   spl","",""
"53.1673","-27.807481","gds-deep-lr-v1_prism-clear_b239.spec.fits","gds-deep-lr-v1","3","9.6911","9.6911","","-","0","PRISM","CLEAR","3.12","0.6","5.29","-2.9","","","","","","FITS   zfit   spl","",""
"53.167299","-27.807482","gds-deep-lr-v1_prism-clear_b244.spec.fits","gds-deep-lr-v1","3","9.694","9.694","","-","0","PRISM","CLEAR","2.3","0.6","5.29","-0.8","","","","","","FITS   zfit   spl","",""
"53.123583","-27.804534","gds-deep-lr-v1_prism-clear_b246.spec.fits","gds-deep-lr-v1","2","2.1966","2.1966","","-","0","PRISM","CLEAR","4.67","0.6","5.29","","0.1","17.9","","","","FITS   zfit   spl","",""
"53.129762","-27.808188","gds-deep-lr-v1_prism-clear_b250.spec.fits","gds-deep-lr-v1","3","5.5671","5.5671","","ABu23  z=5.562","1","PRISM","CLEAR","5.23","0.6","5.29","-2","25.8","29.5","","","","FITS   zfit   spl","",""
"53.123582","-27.804537","gds-deep-lr-v1_prism-clear_b254.spec.fits","gds-deep-lr-v1","2","0.6693","1.8909","","-","0","PRISM","CLEAR","4.11","0.6","5.29","","2","-2.1","","","","FITS   zfit   spl","",""
"53.155792","-27.81521","gds-deep-lr-v1_prism-clear_b256.spec.fits","gds-deep-lr-v1","3","6.7186","6.7186","","ABu23  z=6.713","1","PRISM","CLEAR","2.26","0.6","5.29","4.8","30","52","","","","FITS   zfit   spl","",""
"53.129761","-27.808191","gds-deep-lr-v1_prism-clear_b258.spec.fits","gds-deep-lr-v1","3","5.5671","5.5671","","ABu23  z=5.562","1","PRISM","CLEAR","4.73","0.6","5.29","-2.2","18.7","31.4","","","","FITS   zfit   spl","",""
"53.114124","-27.80693","gds-deep-lr-v1_prism-clear_b262.spec.fits","gds-deep-lr-v1","2","8.536","8.536","","ABu23  z=N/A","1","PRISM","CLEAR","3.28","0.6","5.29","-3.6","","26.4","","","","FITS   zfit   spl","",""
"53.12996","-27.811615","gds-deep-lr-v1_prism-clear_b267.spec.fits","gds-deep-lr-v1","1","0.8386","0.8386","","ABu23  z=N/A","1","PRISM","CLEAR","3.04","0.6","5.29","","0.5","1.6","","","","FITS   zfit   spl","",""
"53.142993","-27.817478","gds-deep-lr-v1_prism-clear_b271.spec.fits","gds-deep-lr-v1","1","1.2091","1.2091","","-","0","PRISM","CLEAR","0.12","0.6","5.29","","2.7","0.9","","","","FITS   zfit   spl","",""
"53.1109","-27.8126","gds-deep-lr-v1_prism-clear_b272.spec.fits","gds-deep-lr-v1","1","6.5374","6.5374","","-","0","PRISM","CLEAR","-0.79","0.61","5.29","1","12.9","4","","","","FITS   zfit   spl","",""
"53.119134","-27.814018","gds-deep-lr-v1_prism-clear_b273.spec.fits","gds-deep-lr-v1","3","3.5901","3.5901","red","ABu23  z=3.592","1","PRISM","CLEAR","33.48","0.6","5.29","","28.1","2.3","","","","FITS   zfit   spl","",""
"53.151324","-27.819147","gds-deep-lr-v1_prism-clear_b274.spec.fits","gds-deep-lr-v1","3","6.7074","6.7074","","ABu23  z=6.706","1","PRISM","CLEAR","1.89","0.6","5.29","-1.4","12.1","28.4","","","","FITS   zfit   spl","",""
"53.166393","-27.82156","gds-deep-lr-v1_prism-clear_b275.spec.fits","gds-deep-lr-v1","0","8.1009","8.1009","","ABu23  z=12.630 ;  ECLa22  z=12.600 ;  KHa23  z=12.535","3","PRISM","CLEAR","-0.69","0.6","5.29","0.4","","16.2","","","","FITS   zfit   spl","",""
"53.108876","-27.813643","gds-deep-lr-v1_prism-clear_b277.spec.fits","gds-deep-lr-v1","1","0.1512","0.1512","","-","0","PRISM","CLEAR","0.77","0.6","5.29","","2.9","","","","","FITS   zfit   spl","",""
"53.108176","-27.813836","gds-deep-lr-v1_prism-clear_b279.spec.fits","gds-deep-lr-v1","1","2.6345","2.6345","","ABu23  z=2.649","1","PRISM","CLEAR","2.97","0.6","5.29","","2.4","2.6","","","","FITS   zfit   spl","",""
"53.120458","-27.815881","gds-deep-lr-v1_prism-clear_b281.spec.fits","gds-deep-lr-v1","1","2.9298","2.9298","","-","0","PRISM","CLEAR","0.51","0.6","5.29","","6.2","-0.2","","","","FITS   zfit   spl","",""
"53.145065","-27.819996","gds-deep-lr-v1_prism-clear_b284.spec.fits","gds-deep-lr-v1","2","2.0752","2.0752","","ABu23  z=1.904","1","PRISM","CLEAR","3.16","0.6","5.29","","-1.3","9.4","","","","FITS   zfit   spl","",""
"53.120959","-27.814981","gds-deep-lr-v1_prism-clear_b285.spec.fits","gds-deep-lr-v1","1","0.3474","0.3474","","-","0","PRISM","CLEAR","-0.2","0.6","5.29","","4.8","2.8","","","","FITS   zfit   spl","",""
"53.119659","-27.81478","gds-deep-lr-v1_prism-clear_b286.spec.fits","gds-deep-lr-v1","1","5.4506","5.4506","","-","0","PRISM","CLEAR","0.48","0.6","5.29","-0.4","1","4.7","","","","FITS   zfit   spl","",""
"53.126708","-27.818281","gds-deep-lr-v1_prism-clear_b288.spec.fits","gds-deep-lr-v1","3","2.4661","2.4661","","-","0","PRISM","CLEAR","4.66","0.6","5.29","","9.1","15.4","","","","FITS   zfit   spl","",""
"53.108174","-27.813838","gds-deep-lr-v1_prism-clear_b289.spec.fits","gds-deep-lr-v1","1","2.6425","2.6425","","ABu23  z=2.649","1","PRISM","CLEAR","3.3","0.6","5.29","","4","2.2","","","","FITS   zfit   spl","",""
"53.153065","-27.822606","gds-deep-lr-v1_prism-clear_b292.spec.fits","gds-deep-lr-v1","0","5.6985","5.6985",";","-","0","PRISM","CLEAR","1.79","0.6","5.29","-1.2","-2.6","-0.9","","","","FITS   zfit   spl","",""
"53.12005","-27.816273","gds-deep-lr-v1_prism-clear_b293.spec.fits","gds-deep-lr-v1","1","8.5341","8.5341","","-","0","PRISM","CLEAR","0.04","0.6","5.29","0","","-0.1","","","","FITS   zfit   spl","",""
"53.134192","-27.76072","gds-deep-lr-v1_prism-clear_b2.spec.fits","gds-deep-lr-v1","1","6.3117","6.3117","","-","0","PRISM","CLEAR","-0.2","0.6","5.29","-0.1","0","5","","","","FITS   zfit   spl","",""
"53.110361","-27.81454","gds-deep-mr-v1_g140m-f070lp_1210_101728.spec.fits","gds-deep-mr-v1","1","3.5007","3.5007","","ABu23  z=N/A","1","G140M","F070LP","-0.04","0.74","1.26","","","","","","","FITS   zfit   spl","",""
"53.126555","-27.802581","gds-deep-mr-v1_g140m-f070lp_1210_104696.spec.fits","gds-deep-mr-v1","1","0.2957","0.2957","","ABu23  z=N/A","1","G140M","F070LP","0.75","0.7","1.26","","2.8","","","","","FITS   zfit   spl","",""
"53.117687","-27.775775","gds-deep-mr-v1_g140m-f070lp_1210_104786.spec.fits","gds-deep-mr-v1","1","0.9007","0.9007","","ABu23  z=N/A","1","G140M","F070LP","-1.13","0.7","1.26","","","-1.1","","","","FITS   zfit   spl","",""
"53.159924","-27.817873","gds-deep-mr-v1_g140m-f070lp_1210_105256.spec.fits","gds-deep-mr-v1","1","1.1294","1.1294","","ABu23  z=N/A","1","G140M","F070LP","-0.16","0.7","1.26","","","-0.3","","","","FITS   zfit   spl","",""
"53.15266","-27.815706","gds-deep-mr-v1_g140m-f070lp_1210_105275.spec.fits","gds-deep-mr-v1","1","6.1866","6.1866","","ABu23  z=N/A","1","G140M","F070LP","-0.06","0.7","1.26","2.3","","","","","","FITS   zfit   spl","",""
"53.158817","-27.824549","gds-deep-mr-v1_g140m-f070lp_1210_106241.spec.fits","gds-deep-mr-v1","1","0.4935","0.4935","","ABu23  z=N/A","1","G140M","F070LP","0.07","0.75","1.26","","-0.3","","","","","FITS   zfit   spl","",""
"53.149113","-27.82079","gds-deep-mr-v1_g140m-f070lp_1210_10639.spec.fits","gds-deep-mr-v1","1","2.6026","2.6026","","ABu23  z=2.621","1","G140M","F070LP","0.13","0.71","1.26","","","","","","","FITS   zfit   spl","",""
"53.143084","-27.820772","gds-deep-mr-v1_g140m-f070lp_1210_10642.spec.fits","gds-deep-mr-v1","2","1.9023","1.9023","","ABu23  z=1.902","1","G140M","F070LP","1.88","0.74","1.26","","","","","","","FITS   zfit   spl","",""
"53.119797","-27.796219","gds-deep-mr-v1_g140m-f070lp_1210_106467.spec.fits","gds-deep-mr-v1","1","0.6495","0.6495",";","ABu23  z=N/A","1","G140M","F070LP","1.31","0.7","1.26","","6.1","3.1","","","","FITS   zfit   spl","",""
"53.148799","-27.819575","gds-deep-mr-v1_g140m-f070lp_1210_10691.spec.fits","gds-deep-mr-v1","2","1.9758","1.9758","","ABu23  z=1.968","1","G140M","F070LP","0.33","0.7","1.26","","","","","","","FITS   zfit   spl","",""
"53.164448","-27.819372","gds-deep-mr-v1_g140m-f070lp_1210_106944.spec.fits","gds-deep-mr-v1","1","3.5077","3.5077","","ABu23  z=N/A","1","G140M","F070LP","-1.01","0.7","1.26","","","","","","","FITS   zfit   spl","",""
